"ACTIVITY","X0","X1","X2","X3","X4","X5","X6","X7","X8","X9","Y0","Y1","Y2","Y3","Y4","Y5","Y6","Y7","Y8","Y9","Z0","Z1","Z2","Z3","Z4","Z5","Z6","Z7","Z8","Z9","XAVG","YAVG","ZAVG","XPEAK","YPEAK","ZPEAK","XABSOLDEV","YABSOLDEV","ZABSOLDEV","XSTANDDEV","YSTANDDEV","ZSTANDDEV","XVAR","YVAR","ZVAR","XMFCC0","XMFCC1","XMFCC2","XMFCC3","XMFCC4","XMFCC5","XMFCC6","XMFCC7","XMFCC8","XMFCC9","XMFCC10","XMFCC11","XMFCC12","YMFCC0","YMFCC1","YMFCC2","YMFCC3","YMFCC4","YMFCC5","YMFCC6","YMFCC7","YMFCC8","YMFCC9","YMFCC10","YMFCC11","YMFCC12","ZMFCC0","ZMFCC1","ZMFCC2","ZMFCC3","ZMFCC4","ZMFCC5","ZMFCC6","ZMFCC7","ZMFCC8","ZMFCC9","ZMFCC10","ZMFCC11","ZMFCC12","XYCOS","XZCOS","YZCOS","XYCOR","XZCOR","YZCOR","RESULTANT","class"
A,0.255,0.1,0.135,0.16,0.19,0.095,0.045,0.01,0.005,0.005,0.925,0.04,0.035,0,0,0,0,0,0,0,0.295,0.225,0.225,0.145,0.06,0.045,0.005,0,0,0,1.47977,-8.29618,-0.417344,51.6216,52.4324,45.8537,5.48761,3.44706,3.65639,0.493179,0.320358,0.33152,0.702267,0.566002,0.575778,0.506695,0.716191,0.71504,0.713124,0.710444,0.707003,0.702805,0.697855,0.692158,0.685719,0.678546,0.670646,0.662028,0.47149,0.666431,0.66536,0.663577,0.661083,0.657881,0.653975,0.649369,0.644067,0.638076,0.631401,0.62405,0.616031,0.482004,0.681292,0.680197,0.678374,0.675825,0.672552,0.668559,0.66385,0.65843,0.652305,0.645481,0.637966,0.629769,-0.213821,0.0694631,0.161148,-0.0675405,0.0901763,0.17455,11.9653,1646
A,0,0,0.035,0.275,0.34,0.195,0.1,0.04,0.015,0,0.935,0.065,0,0,0,0,0,0,0,0,0.24,0.28,0.225,0.195,0.04,0.015,0.005,0,0,0,6.86447,-6.84821,0.129032,60.6667,78.75,60.6452,2.38387,2.44465,2.71542,0.211992,0.208677,0.241307,0.460426,0.456812,0.491231,0.410586,0.580346,0.579414,0.577861,0.575689,0.572901,0.5695,0.565488,0.560871,0.555654,0.549841,0.54344,0.536457,0.393993,0.556892,0.555998,0.554508,0.552424,0.549749,0.546485,0.542635,0.538205,0.533198,0.527621,0.521478,0.514777,0.40994,0.579433,0.578502,0.576952,0.574783,0.572,0.568604,0.564599,0.559989,0.55478,0.548976,0.542585,0.535613,-0.902077,0.0246335,-0.124074,-0.381854,-0.0249819,-0.225997,10.5035,1646
A,0,0,0.04,0.335,0.3,0.225,0.08,0.02,0,0,0.955,0.04,0.005,0,0,0,0,0,0,0,0.375,0.31,0.19,0.075,0.035,0.01,0,0,0.005,0,6.44938,-7.11874,-1.47106,62.3333,75.3846,58.4848,2.1209,2.53115,2.89131,0.184104,0.221131,0.266891,0.429073,0.470246,0.516615,0.392406,0.554649,0.553758,0.552274,0.550198,0.547534,0.544283,0.540449,0.536037,0.53105,0.525495,0.519377,0.512703,0.411506,0.581646,0.580712,0.579156,0.576979,0.574185,0.570776,0.566755,0.562128,0.556899,0.551073,0.544658,0.537659,0.420888,0.594907,0.593951,0.59236,0.590134,0.587276,0.583789,0.579677,0.574944,0.569596,0.563637,0.557075,0.549917,-0.892358,-0.300923,0.214313,-0.288103,0.102674,-0.315305,10.6707,1646
A,0,0,0.055,0.36,0.265,0.225,0.08,0.01,0.005,0,0.95,0.05,0,0,0,0,0,0,0,0,0.39,0.25,0.175,0.085,0.075,0.025,0,0,0,0,6.18458,-7.28402,-1.02331,61.25,78.6957,67.5,2.19038,2.43768,3.2223,0.187871,0.210694,0.283469,0.433441,0.459015,0.532418,0.392728,0.555104,0.554212,0.552727,0.55065,0.547983,0.544729,0.540892,0.536476,0.531486,0.525926,0.519803,0.513124,0.403648,0.570539,0.569622,0.568096,0.565961,0.56322,0.559876,0.555932,0.551393,0.546264,0.54055,0.534257,0.527391,0.423289,0.598301,0.59734,0.595739,0.5935,0.590626,0.587119,0.582983,0.578224,0.572845,0.566852,0.560253,0.553054,-0.907386,-0.170813,0.11565,-0.381303,0.147561,-0.308758,10.6683,1646
A,0.005,0.005,0.04,0.31,0.265,0.245,0.09,0.04,0,0,0.91,0.08,0.005,0.005,0,0,0,0,0,0,0.475,0.205,0.17,0.065,0.05,0.015,0.015,0.005,0,0,6.63307,-6.68428,-1.77795,54,75.6,56.1765,2.50773,2.91527,3.57323,0.21776,0.255474,0.324149,0.466647,0.505444,0.56934,0.423361,0.598402,0.597441,0.59584,0.593601,0.590726,0.587218,0.583082,0.578322,0.572942,0.566949,0.560348,0.553148,0.438398,0.619657,0.618661,0.617003,0.614685,0.611708,0.608076,0.603793,0.598863,0.593292,0.587086,0.580251,0.572795,0.455164,0.643354,0.64232,0.640599,0.638192,0.635101,0.63133,0.626883,0.621765,0.615981,0.609538,0.602441,0.5947,-0.86691,-0.296252,0.242091,-0.34458,0.0808096,-0.171473,10.9406,1646
A,0.01,0.01,0.07,0.18,0.285,0.205,0.1,0.055,0.02,0.065,0.55,0.175,0.165,0.06,0.03,0.01,0.01,0,0,0,0.415,0.24,0.21,0.09,0.025,0.015,0.005,0,0,0,7.988,-3.05933,-1.96698,44.878,50.7895,48.2051,3.80192,3.95135,3.5729,0.374713,0.340552,0.338478,0.612138,0.583569,0.581789,0.496542,0.701841,0.700714,0.698836,0.696209,0.692838,0.688724,0.683873,0.67829,0.67198,0.66495,0.657209,0.648764,0.440152,0.622135,0.621136,0.619471,0.617143,0.614155,0.610508,0.606208,0.601259,0.595665,0.589434,0.582572,0.575086,0.464104,0.655991,0.654937,0.653182,0.650728,0.647576,0.643731,0.639197,0.633978,0.628081,0.621511,0.614275,0.606382,-0.569613,-0.272952,-0.079642,-0.263171,0.0856003,-0.363032,11.2456,1646
A,0,0,0.055,0.105,0.22,0.215,0.18,0.09,0.09,0.045,0.13,0.315,0.37,0.1,0.07,0.015,0,0,0,0,0.595,0.17,0.16,0.05,0.005,0.005,0.005,0,0.01,0,9.40688,0.371024,-3.42444,60.6452,56.6667,54.8571,3.73353,2.14569,3.75963,0.33379,0.203161,0.342531,0.577746,0.450734,0.585261,0.474477,0.670652,0.669575,0.667781,0.665271,0.662049,0.658118,0.653483,0.648147,0.642118,0.635401,0.628004,0.619934,0.391426,0.553263,0.552374,0.550894,0.548824,0.546166,0.542923,0.539099,0.534697,0.529723,0.524182,0.51808,0.511422,0.474159,0.670203,0.669126,0.667333,0.664825,0.661606,0.657677,0.653045,0.647713,0.641688,0.634975,0.627583,0.619519,0.034277,-0.440405,-0.456888,-0.18028,0.206232,-0.47288,11.4817,1646
A,0,0.005,0.065,0.145,0.195,0.145,0.215,0.11,0.06,0.06,0.13,0.265,0.435,0.085,0.075,0.01,0,0,0,0,0.52,0.265,0.145,0.04,0.015,0,0.01,0.005,0,0,9.28663,0.485015,-3.01249,67.8571,69.2857,55.8824,4.02315,2.0464,3.42773,0.357608,0.197234,0.313829,0.598003,0.444111,0.560204,0.482952,0.682632,0.681535,0.679709,0.677155,0.673875,0.669874,0.665156,0.659725,0.653588,0.646751,0.639222,0.631008,0.363239,0.513422,0.512597,0.511224,0.509303,0.506836,0.503827,0.500278,0.496194,0.491578,0.486435,0.480772,0.474594,0.45096,0.637412,0.636388,0.634683,0.632297,0.629235,0.625499,0.621093,0.616023,0.610292,0.603908,0.596877,0.589207,0.0184981,-0.399599,-0.591033,-0.280038,0.236575,-0.607016,11.0732,1646
A,0,0,0.03,0.185,0.165,0.165,0.22,0.115,0.055,0.065,0.125,0.29,0.4,0.105,0.075,0.005,0,0,0,0,0.535,0.295,0.11,0.03,0.015,0.01,0.005,0,0,0,9.5183,0.457329,-3.26306,63.2258,63.6667,50.2632,3.82937,2.0674,3.21752,0.341473,0.198221,0.288622,0.584357,0.44522,0.537236,0.480209,0.678755,0.677664,0.675848,0.673308,0.670048,0.666069,0.661378,0.655978,0.649876,0.643078,0.635591,0.627424,0.369996,0.522973,0.522132,0.520733,0.518776,0.516264,0.513199,0.509584,0.505423,0.500722,0.495484,0.489715,0.483422,0.440943,0.623253,0.622252,0.620584,0.618252,0.615258,0.611605,0.607297,0.602339,0.596736,0.590493,0.583619,0.576119,0.0846267,-0.517612,-0.473847,-0.132041,0.111036,-0.484251,11.154,1646
A,0,0,0.04,0.12,0.22,0.155,0.245,0.12,0.055,0.045,0.115,0.3,0.415,0.1,0.05,0.02,0,0,0,0,0.51,0.27,0.175,0.025,0,0.01,0.005,0.005,0,0,9.41517,0.464825,-3.02902,71.5385,58.7879,48.25,3.58672,2.0037,3.27444,0.312743,0.197707,0.293211,0.559234,0.444642,0.54149,0.4612,0.651886,0.650838,0.649094,0.646655,0.643523,0.639702,0.635196,0.63001,0.62415,0.617621,0.61043,0.602586,0.371574,0.525204,0.52436,0.522955,0.520989,0.518466,0.515388,0.511758,0.50758,0.502858,0.497598,0.491805,0.485485,0.449287,0.635048,0.634028,0.632329,0.629952,0.626902,0.623179,0.61879,0.613738,0.608029,0.601668,0.594664,0.587022,0.0606135,-0.474892,-0.512907,-0.209383,0.171834,-0.522455,11.0581,1646
