"ACTIVITY","X0","X1","X2","X3","X4","X5","X6","X7","X8","X9","Y0","Y1","Y2","Y3","Y4","Y5","Y6","Y7","Y8","Y9","Z0","Z1","Z2","Z3","Z4","Z5","Z6","Z7","Z8","Z9","XAVG","YAVG","ZAVG","XPEAK","YPEAK","ZPEAK","XABSOLDEV","YABSOLDEV","ZABSOLDEV","XSTANDDEV","YSTANDDEV","ZSTANDDEV","XVAR","YVAR","ZVAR","XMFCC0","XMFCC1","XMFCC2","XMFCC3","XMFCC4","XMFCC5","XMFCC6","XMFCC7","XMFCC8","XMFCC9","XMFCC10","XMFCC11","XMFCC12","YMFCC0","YMFCC1","YMFCC2","YMFCC3","YMFCC4","YMFCC5","YMFCC6","YMFCC7","YMFCC8","YMFCC9","YMFCC10","YMFCC11","YMFCC12","ZMFCC0","ZMFCC1","ZMFCC2","ZMFCC3","ZMFCC4","ZMFCC5","ZMFCC6","ZMFCC7","ZMFCC8","ZMFCC9","ZMFCC10","ZMFCC11","ZMFCC12","XYCOS","XZCOS","YZCOS","XYCOR","XZCOR","YZCOR","RESULTANT","class"
A,0.08,0.315,0.465,0.07,0.055,0.015,0,0,0,0,0.945,0.055,0,0,0,0,0,0,0,0,0.195,0.405,0.23,0.06,0.045,0.035,0.01,0.005,0.015,0,0.485913,-9.78567,0.241091,33.9655,39.7959,38.4314,1.75399,2.92322,2.68346,0.177206,0.264328,0.274925,0.420958,0.514128,0.524333,0.39076,0.552322,0.551434,0.549957,0.54789,0.545236,0.541999,0.538182,0.533788,0.528822,0.52329,0.517198,0.510552,0.475839,0.672578,0.671497,0.669698,0.667181,0.66395,0.660008,0.655359,0.650008,0.643961,0.637225,0.629807,0.621714,0.440979,0.623305,0.622303,0.620636,0.618303,0.615309,0.611655,0.607347,0.602389,0.596785,0.590542,0.583667,0.576167,-0.19345,0.462571,-0.168511,-0.0446244,0.460068,-0.310798,10.732,1602
A,0.065,0.3,0.49,0.095,0.04,0.01,0,0,0,0,0.96,0.025,0.01,0.005,0,0,0,0,0,0,0.2,0.375,0.235,0.065,0.035,0.05,0.025,0.015,0,0,0.586018,-9.81923,0.319687,36.1111,45.4762,36.1538,1.7464,3.13759,2.92792,0.170145,0.28076,0.289704,0.412486,0.529868,0.538241,0.384634,0.543664,0.542791,0.541336,0.539302,0.53669,0.533503,0.529746,0.52542,0.520533,0.515088,0.509091,0.502549,0.478923,0.676936,0.675849,0.674037,0.671504,0.668252,0.664285,0.659606,0.65422,0.648135,0.641355,0.633888,0.625743,0.442159,0.624972,0.623968,0.622296,0.619957,0.616955,0.613292,0.608972,0.604,0.598381,0.592122,0.585228,0.577708,-0.203831,0.307997,-0.171738,0.0426672,0.29896,-0.266545,10.9011,1602
A,0.075,0.31,0.465,0.125,0.02,0.005,0,0,0,0,0.94,0.055,0.005,0,0,0,0,0,0,0,0.205,0.36,0.255,0.065,0.045,0.03,0.03,0.005,0.005,0,0.479302,-9.83354,0.297881,35.4545,41.2766,37.5,1.74751,3.1518,2.80905,0.174036,0.280302,0.283317,0.417177,0.529436,0.532275,0.388722,0.549441,0.548559,0.547089,0.545033,0.542393,0.539173,0.535375,0.531004,0.526064,0.520561,0.514501,0.50789,0.468723,0.662519,0.661455,0.659682,0.657203,0.65402,0.650137,0.645558,0.640287,0.634331,0.627695,0.620388,0.612416,0.452376,0.639414,0.638387,0.636676,0.634284,0.631212,0.627464,0.623044,0.617958,0.612209,0.605805,0.598752,0.591058,-0.169268,0.242792,-0.182448,0.0218469,0.233557,-0.304904,10.8292,1602
A,0.035,0.31,0.455,0.12,0.055,0.015,0.005,0.005,0,0,0.91,0.08,0.01,0,0,0,0,0,0,0,0.235,0.32,0.235,0.085,0.025,0.035,0.035,0.015,0.015,0,0.985319,-9.85643,0.518915,37.3077,41.087,40,1.89249,3.50431,3.18186,0.190765,0.315572,0.317356,0.436766,0.561758,0.563343,0.406751,0.574924,0.574001,0.572462,0.570311,0.567549,0.564179,0.560205,0.555632,0.550463,0.544705,0.538363,0.531445,0.497629,0.703376,0.702246,0.700364,0.697733,0.694353,0.690231,0.685369,0.679773,0.67345,0.666405,0.658647,0.650183,0.468548,0.662272,0.661208,0.659436,0.656958,0.653777,0.649895,0.645317,0.640049,0.634095,0.627461,0.620157,0.612188,-0.335159,0.46032,-0.230229,-0.0584326,0.451098,-0.306531,11.0859,1602
A,0.065,0.265,0.445,0.145,0.055,0.02,0.005,0,0,0,0.905,0.09,0,0.005,0,0,0,0,0,0,0.235,0.33,0.195,0.11,0.035,0.02,0.035,0.03,0,0.01,0.998193,-9.59191,0.734965,35.5556,39.1667,36.9811,1.96541,3.43708,3.2425,0.192522,0.309679,0.317977,0.438773,0.556488,0.563895,0.384913,0.544058,0.543184,0.541728,0.539692,0.537079,0.53389,0.530129,0.525801,0.52091,0.515461,0.50946,0.502913,0.483411,0.68328,0.682183,0.680354,0.677798,0.674515,0.67051,0.665788,0.660352,0.654209,0.647365,0.639829,0.631607,0.450891,0.637314,0.636291,0.634585,0.632201,0.629139,0.625403,0.620998,0.615928,0.610199,0.603815,0.596786,0.589117,-0.335571,0.533785,-0.261476,-0.0575637,0.516151,-0.27994,10.865,1602
A,0.07,0.285,0.47,0.065,0.09,0.02,0,0,0,0,0.935,0.05,0.005,0.01,0,0,0,0,0,0,0.235,0.38,0.22,0.065,0.005,0.035,0.035,0.025,0,0,0.862379,-9.63923,0.215425,35.6364,42.1739,35.9259,1.96649,3.3294,2.87819,0.18937,0.300458,0.293814,0.435167,0.54814,0.542046,0.392377,0.554607,0.553716,0.552232,0.550157,0.547493,0.544242,0.540408,0.535996,0.53101,0.525456,0.519338,0.512665,0.480102,0.678603,0.677513,0.675697,0.673158,0.669898,0.66592,0.66123,0.655831,0.64973,0.642934,0.635449,0.627283,0.4435,0.626868,0.625861,0.624184,0.621838,0.618826,0.615152,0.610819,0.605832,0.600197,0.593918,0.587004,0.579461,-0.29054,0.443454,-0.16691,-0.0262244,0.449809,-0.296739,10.8227,1602
A,0.055,0.31,0.47,0.1,0.04,0.02,0.005,0,0,0,0.925,0.06,0.01,0.005,0,0,0,0,0,0,0.245,0.36,0.22,0.075,0.035,0.015,0.025,0.025,0,0,0.680692,-9.76054,0.149073,35.4545,40.6383,37.451,1.83873,3.36102,2.80861,0.188767,0.30468,0.28598,0.434474,0.551978,0.534771,0.399822,0.56513,0.564223,0.56271,0.560596,0.557881,0.554569,0.550662,0.546167,0.541086,0.535426,0.529192,0.522392,0.489499,0.691886,0.690774,0.688923,0.686334,0.68301,0.678955,0.674173,0.668668,0.662448,0.655519,0.647887,0.639562,0.456581,0.645357,0.644321,0.642594,0.640179,0.637079,0.633296,0.628835,0.623701,0.617899,0.611436,0.604317,0.596552,-0.277643,0.498193,-0.156889,-0.131886,0.505084,-0.30525,10.8221,1602
A,0.065,0.285,0.46,0.105,0.065,0.02,0,0,0,0,0.935,0.055,0.005,0.005,0,0,0,0,0,0,0.25,0.315,0.25,0.075,0.035,0.015,0.035,0.015,0.005,0.005,0.800397,-9.62173,0.277658,34.4643,45.7143,36.9231,1.81951,3.34875,3.06954,0.18394,0.2982,0.307269,0.428882,0.546077,0.554319,0.392182,0.554332,0.553441,0.551958,0.549884,0.54722,0.543971,0.54014,0.53573,0.530746,0.525194,0.51908,0.51241,0.481141,0.680072,0.67898,0.67716,0.674615,0.671348,0.667362,0.662661,0.657251,0.651137,0.644326,0.636824,0.628641,0.446052,0.630475,0.629462,0.627775,0.625416,0.622387,0.618691,0.614334,0.609318,0.60365,0.597335,0.590381,0.582795,-0.283234,0.397278,-0.175339,-0.0361905,0.396846,-0.29189,10.8219,1602
A,0.075,0.275,0.455,0.12,0.035,0.025,0.01,0.005,0,0,0.92,0.065,0.015,0,0,0,0,0,0,0,0.26,0.34,0.25,0.075,0.01,0.015,0.03,0.01,0.005,0.005,0.872369,-9.69001,0.0109669,38.2353,40.8333,40.625,1.96518,3.5552,2.85604,0.213779,0.309642,0.294315,0.462363,0.556455,0.542508,0.416953,0.589344,0.588397,0.586821,0.584615,0.581784,0.57833,0.574256,0.569568,0.564269,0.558367,0.551866,0.544775,0.487159,0.688578,0.687472,0.685629,0.683053,0.679745,0.675709,0.67095,0.665472,0.659281,0.652385,0.644789,0.636504,0.45179,0.638586,0.63756,0.635851,0.633462,0.630394,0.626651,0.622237,0.617157,0.611416,0.60502,0.597977,0.590293,-0.291539,0.413906,-0.117391,-0.0983161,0.430033,-0.27923,10.9288,1602
A,0.045,0.33,0.44,0.11,0.05,0.02,0.005,0,0,0,0.94,0.055,0.005,0,0,0,0,0,0,0,0.24,0.36,0.24,0.06,0.03,0.015,0.04,0.01,0.005,0,0.734094,-9.86257,0.0961806,36.9811,41.8182,41.9565,1.82856,3.24912,2.87779,0.1919,0.287172,0.287374,0.438064,0.535884,0.536073,0.399886,0.565221,0.564313,0.562801,0.560686,0.557971,0.554658,0.550751,0.546254,0.541173,0.535512,0.529277,0.522476,0.469755,0.663978,0.662911,0.661134,0.65865,0.65546,0.651568,0.646979,0.641697,0.635727,0.629077,0.621753,0.613764,0.452212,0.639181,0.638154,0.636444,0.634052,0.630982,0.627235,0.622817,0.617732,0.611986,0.605584,0.598534,0.590843,-0.249699,0.326187,-0.107498,-0.0224591,0.331603,-0.224929,10.9279,1602
