"ACTIVITY","X0","X1","X2","X3","X4","X5","X6","X7","X8","X9","Y0","Y1","Y2","Y3","Y4","Y5","Y6","Y7","Y8","Y9","Z0","Z1","Z2","Z3","Z4","Z5","Z6","Z7","Z8","Z9","XAVG","YAVG","ZAVG","XPEAK","YPEAK","ZPEAK","XABSOLDEV","YABSOLDEV","ZABSOLDEV","XSTANDDEV","YSTANDDEV","ZSTANDDEV","XVAR","YVAR","ZVAR","XMFCC0","XMFCC1","XMFCC2","XMFCC3","XMFCC4","XMFCC5","XMFCC6","XMFCC7","XMFCC8","XMFCC9","XMFCC10","XMFCC11","XMFCC12","YMFCC0","YMFCC1","YMFCC2","YMFCC3","YMFCC4","YMFCC5","YMFCC6","YMFCC7","YMFCC8","YMFCC9","YMFCC10","YMFCC11","YMFCC12","ZMFCC0","ZMFCC1","ZMFCC2","ZMFCC3","ZMFCC4","ZMFCC5","ZMFCC6","ZMFCC7","ZMFCC8","ZMFCC9","ZMFCC10","ZMFCC11","ZMFCC12","XYCOS","XZCOS","YZCOS","XYCOR","XZCOR","YZCOR","RESULTANT","class"
A,0.25,0.225,0.18,0.115,0.13,0.05,0.02,0.01,0.015,0.005,0.885,0.045,0.055,0.015,0,0,0,0,0,0,0.15,0.375,0.29,0.1,0.055,0.005,0.02,0.005,0,0,1.1356,-9.91423,-0.27811,76.4,67.5,53.0556,3.95089,4.99617,2.99924,0.357142,0.461553,0.331354,0.597614,0.679377,0.575634,0.462461,0.653668,0.652618,0.650869,0.648423,0.645283,0.641452,0.636934,0.631733,0.625857,0.61931,0.6121,0.604234,0.517662,0.731693,0.730518,0.72856,0.725822,0.722307,0.718018,0.712961,0.70714,0.700562,0.693234,0.685163,0.676359,0.454141,0.641909,0.640878,0.63916,0.636758,0.633675,0.629912,0.625475,0.620369,0.614598,0.608169,0.601088,0.593364,-0.471455,-0.504517,0.358394,-0.537249,-0.504678,0.562748,12.2331,1645
A,0.24,0.14,0.235,0.16,0.12,0.05,0.015,0.015,0.015,0.01,0.86,0.05,0.07,0.02,0,0,0,0,0,0,0.195,0.305,0.305,0.125,0.035,0,0.02,0.01,0,0.005,1.43651,-9.90508,-0.228485,65.5172,71.8519,53.3333,4.23578,5.26516,3.10015,0.402295,0.489472,0.342373,0.634267,0.699623,0.585126,0.484293,0.684527,0.683427,0.681596,0.679034,0.675746,0.671734,0.667002,0.661556,0.655402,0.648546,0.640996,0.632759,0.523784,0.740346,0.739157,0.737176,0.734406,0.730849,0.72651,0.721393,0.715503,0.708847,0.701432,0.693266,0.684357,0.46059,0.651024,0.649978,0.648236,0.6458,0.642672,0.638856,0.634357,0.629177,0.623324,0.616804,0.609623,0.60179,-0.445569,-0.407425,0.341294,-0.440953,-0.408764,0.528942,12.4969,1645
A,0.205,0.205,0.18,0.155,0.14,0.06,0.025,0.005,0.01,0.015,0.87,0.07,0.06,0,0,0,0,0,0,0,0.2,0.315,0.295,0.09,0.06,0.015,0.01,0.01,0.005,0,1.71321,-9.91184,-0.273499,67.1429,70.7407,54.5714,4.1345,4.78296,3.20638,0.377124,0.439769,0.341784,0.614104,0.663151,0.584623,0.459131,0.648961,0.647919,0.646182,0.643754,0.640636,0.636833,0.632347,0.627184,0.62135,0.61485,0.607692,0.599883,0.505751,0.714857,0.713708,0.711796,0.709121,0.705686,0.701497,0.696555,0.690868,0.684442,0.677282,0.669397,0.660795,0.460961,0.651548,0.650501,0.648758,0.64632,0.64319,0.639371,0.634868,0.629684,0.623827,0.617301,0.610114,0.602274,-0.49762,-0.464457,0.320276,-0.471436,-0.470436,0.513379,12.3457,1645
A,0.205,0.18,0.195,0.15,0.11,0.115,0.02,0,0.01,0.015,0.875,0.07,0.055,0,0,0,0,0,0,0,0.185,0.325,0.28,0.115,0.05,0.01,0.015,0.01,0.01,0,1.78585,-9.99178,-0.266805,62.6667,78.75,54.5714,4.27248,4.92716,3.43239,0.388909,0.464806,0.382552,0.623626,0.681767,0.618508,0.473485,0.66925,0.668175,0.666384,0.66388,0.660665,0.656742,0.652117,0.646792,0.640776,0.634073,0.626691,0.618638,0.515744,0.728981,0.72781,0.72586,0.723132,0.71963,0.715357,0.710318,0.704519,0.697965,0.690664,0.682623,0.673852,0.461769,0.65269,0.651641,0.649895,0.647453,0.644317,0.640492,0.63598,0.630788,0.62492,0.618383,0.611184,0.60333,-0.526889,-0.446194,0.339238,-0.514381,-0.453683,0.543027,12.6749,1645
A,0.205,0.19,0.185,0.135,0.16,0.07,0.01,0.02,0.005,0.02,0.875,0.055,0.07,0,0,0,0,0,0,0,0.205,0.265,0.305,0.115,0.08,0.01,0,0.005,0.015,0,1.77114,-9.94713,-0.217348,68.5185,71.9231,50.2632,4.33838,4.83477,3.4227,0.399587,0.45365,0.36454,0.632129,0.673536,0.603771,0.476886,0.674058,0.672975,0.671171,0.668649,0.665411,0.66146,0.656801,0.651439,0.645379,0.638628,0.631193,0.623082,0.518993,0.733574,0.732395,0.730433,0.727688,0.724163,0.719864,0.714793,0.708958,0.702362,0.695015,0.686924,0.678097,0.481051,0.679944,0.678852,0.677033,0.674489,0.671222,0.667237,0.662537,0.657128,0.651015,0.644205,0.636705,0.628523,-0.515583,-0.448549,0.286711,-0.51092,-0.457268,0.464079,12.6467,1645
A,0.2,0.195,0.22,0.14,0.11,0.085,0.02,0.005,0,0.025,0.865,0.055,0.08,0,0,0,0,0,0,0,0.2,0.28,0.3,0.1,0.08,0.005,0.015,0.015,0.005,0,1.67815,-10.1352,-0.192069,67.1429,76.25,46.6667,4.19251,5.24566,3.43643,0.389127,0.498606,0.3915,0.623801,0.70612,0.6257,0.465823,0.658421,0.657363,0.655601,0.653138,0.649974,0.646115,0.641564,0.636326,0.630407,0.623812,0.61655,0.608627,0.52328,0.739633,0.738445,0.736466,0.733698,0.730145,0.72581,0.720697,0.714813,0.708164,0.700756,0.692598,0.683698,0.462966,0.654383,0.653331,0.65158,0.649132,0.645988,0.642153,0.637629,0.632424,0.62654,0.619986,0.612769,0.604894,-0.491803,-0.417628,0.35153,-0.461977,-0.426298,0.566033,12.8983,1645
A,0.2,0.185,0.18,0.2,0.11,0.08,0.01,0.01,0,0.025,0.865,0.065,0.065,0.005,0,0,0,0,0,0,0.21,0.275,0.28,0.11,0.075,0.02,0.02,0.01,0,0,1.79685,-9.89924,-0.250531,66.2069,70.7692,52.7027,4.15163,4.89855,3.56571,0.386443,0.466446,0.383056,0.621645,0.682968,0.618915,0.467896,0.661351,0.660289,0.658519,0.656044,0.652867,0.648991,0.64442,0.639158,0.633213,0.626589,0.619294,0.611336,0.505167,0.714031,0.712884,0.710973,0.708302,0.704871,0.700686,0.695751,0.69007,0.683651,0.6765,0.668624,0.660032,0.463688,0.655403,0.65435,0.652597,0.650144,0.646996,0.643154,0.638624,0.63341,0.627518,0.620953,0.613724,0.605838,-0.530346,-0.45262,0.322429,-0.513359,-0.46176,0.512668,12.6257,1645
A,0.195,0.2,0.17,0.21,0.115,0.065,0.005,0.015,0.015,0.01,0.855,0.06,0.085,0,0,0,0,0,0,0,0.2,0.285,0.28,0.125,0.07,0.01,0.02,0.01,0,0,1.69917,-9.8054,-0.202954,73.6,65.7143,54.8571,4.00161,5.04734,3.40087,0.367706,0.475113,0.372167,0.606388,0.689284,0.610055,0.45704,0.646006,0.644968,0.64324,0.640822,0.637719,0.633933,0.629467,0.624328,0.61852,0.61205,0.604925,0.597151,0.504247,0.712731,0.711586,0.709679,0.707012,0.703588,0.699411,0.694484,0.688814,0.682407,0.675268,0.667407,0.658831,0.463252,0.654787,0.653735,0.651983,0.649533,0.646387,0.64255,0.638024,0.632815,0.626928,0.62037,0.613147,0.605268,-0.522107,-0.467962,0.353248,-0.494866,-0.480076,0.569117,12.3873,1645
A,0.235,0.185,0.145,0.225,0.08,0.08,0.02,0,0.01,0.02,0.825,0.095,0.075,0,0.005,0,0,0,0,0,0.215,0.3,0.255,0.105,0.075,0.015,0.005,0.02,0.01,0,1.54928,-9.76626,-0.133774,61.9355,74.5833,54,4.37066,5.39868,3.64736,0.39852,0.506418,0.398968,0.631285,0.711631,0.631639,0.475197,0.671671,0.670592,0.668795,0.666281,0.663055,0.659118,0.654475,0.649132,0.643093,0.636366,0.628958,0.620875,0.516739,0.730388,0.729214,0.72726,0.724527,0.721018,0.716737,0.711689,0.705878,0.699312,0.691996,0.68394,0.675152,0.475905,0.672671,0.67159,0.66979,0.667273,0.664042,0.660099,0.655449,0.650098,0.644051,0.637313,0.629894,0.6218,-0.522475,-0.467419,0.350584,-0.54143,-0.478377,0.560679,12.7704,1645
A,0.27,0.125,0.185,0.14,0.14,0.075,0.02,0.01,0.015,0.02,0.845,0.08,0.06,0.015,0,0,0,0,0,0,0.16,0.315,0.31,0.15,0.025,0.02,0.005,0.015,0,0,1.65049,-9.92592,-0.247394,66.7857,68.1481,47.25,4.6804,5.22052,3.08425,0.430052,0.505069,0.343659,0.655783,0.710682,0.586225,0.503083,0.711086,0.709943,0.708041,0.70538,0.701964,0.697796,0.692881,0.687224,0.680831,0.673709,0.665866,0.657309,0.522782,0.738929,0.737742,0.735765,0.733,0.72945,0.725119,0.720012,0.714133,0.70749,0.700089,0.691939,0.683047,0.478799,0.676762,0.675675,0.673864,0.671332,0.668081,0.664114,0.659436,0.654052,0.647968,0.64119,0.633725,0.625582,-0.466265,-0.384425,0.330199,-0.450021,-0.385031,0.495313,12.6247,1645
