id,activity,time,X,Y,Z
1608,A,789657622453540,1.9751824,0.12428254,3.1944926
1608,A,789657671953540,1.4723777,0.40444708,2.3816957
1608,A,789657721453540,0.34532782,0.30005115,1.5060484
1608,A,789657770953540,-1.1705434,-0.16973044,-0.20583145
1608,A,789657820453540,-1.8991843,-0.5297898,-3.0831106
1608,A,789657869953540,-1.7607,-1.4118288,-5.8091226
1608,A,789657919453540,-0.22458863,-2.5548575,-6.9787827
1608,A,789657968953540,-0.26506868,-0.85256493,-4.808839
1608,A,789658018453540,-1.8991843,-0.032311335,-3.0277169
1608,A,789658067953540,-3.4107945,-0.38278332,-2.2138548
1608,A,789658117453540,-4.402601,0.5365692,-1.9283686
1608,A,789658166953540,-3.6196315,1.4676102,-1.6450082
1608,A,789658216453540,-1.7287873,1.341909,-0.96750003
1608,A,789658265953540,-0.7934851,0.73364305,-0.0705474
1608,A,789658315453540,-0.69548076,-0.6075248,1.0181528
1608,A,789658364953540,0.77138835,-1.8901032,1.7766211
1608,A,789658414453540,2.7911296,-2.2150087,3.2189891
1608,A,789658463953540,4.8822436,-1.8634716,4.455761
1608,A,789658513563630,5.238042,-0.25385705,4.698642
1608,A,789658563173720,3.908592,0.106202334,4.4770665
1608,A,789658612783810,2.349045,0.017785389,4.2533607
1608,A,789658662393900,1.6512952,0.3639974,3.7367077
1608,A,789658712003990,1.4915055,0.7528189,2.8131235
1608,A,789658761614080,0.16099022,1.4750682,1.6232231
1608,A,789658811224170,-3.3192286,1.2481669,-0.82155883
1608,A,789658860834260,-3.4246898,0.20101194,-4.683142
1608,A,789658910444350,-0.55806327,-0.7694439,-6.3896956
1608,A,789658960054440,-0.8084004,-0.8610567,-6.049876
1608,A,789659009664530,-6.1709414,0.8050169,-5.0794206
1608,A,789659059274620,-9.684184,3.029289,-3.151292
1608,A,789659108884710,-4.8095336,4.3395643,-1.6577914
1608,A,789659158494800,-0.25978923,2.662838,-0.870561
1608,A,789659208104890,0.029940855,0.036975328,0.044499025
1608,A,789659257714980,-0.45155868,-1.406458,0.7486388
1608,A,789659307325070,0.66483843,-2.32152,1.7627705
1608,A,789659356935160,3.063814,-3.393176,2.219769
1608,A,789659406545250,5.956007,-3.714886,2.4764977
1608,A,789659456155340,6.731519,-1.7324289,2.9239087
1608,A,789659505765430,5.3615894,-0.6256192,3.3382967
1608,A,789659555441640,3.7317348,-0.120683804,3.8560152
1608,A,789659605117850,2.3863058,0.382121,3.770794
1608,A,789659654794060,1.440351,0.716614,3.3095345
1608,A,789659704470270,0.4059792,0.9062311,2.393407
1608,A,789659754146480,-0.3184182,0.440722,0.75928956
1608,A,789659803822690,-1.2377414,-1.4170991,-2.328912
1608,A,789659853498900,-2.4990144,-1.0975199,-5.631232
1608,A,789659903175110,-2.956013,-1.533213,-6.955355
1608,A,789659952851320,-2.634303,-0.4903191,-5.708996
1608,A,789660002527530,-2.5469513,1.2503229,-3.6413178
1608,A,789660052203740,-3.3544219,0.81356454,-2.078575
1608,A,789660101879950,-4.1746755,0.70810336,-0.9866788
1608,A,789660151556160,-3.604759,0.6239475,-0.33899802
1608,A,789660201232370,-1.207914,0.10409844,-0.20583998
1608,A,789660250908580,0.92687595,-0.22826406,0.3630112
1608,A,789660300584790,2.2243738,-0.8631654,1.2067012
1608,A,789660350261000,2.7229176,-1.2210943,2.8876884
1608,A,789660399937210,3.195895,-1.9294951,3.968932
1608,A,789660449613420,3.8094873,-1.6503958,4.02326
1608,A,789660499289630,3.1809814,-0.44984278,3.466127
1608,A,789660548965840,2.4523404,-0.24105096,3.2115288
1608,A,789660598681490,2.1210432,-0.11534976,2.7960758
