id,activity,time,X,Y,Z
1632,A,5568114741589,-1.0626373,0.3182068,0.09994507
1632,A,5568165095593,-1.0502319,0.9764099,-0.5066986
1632,A,5568215449597,-1.1137085,0.78819275,-0.99572754
1632,A,5568265803601,-0.62239075,0.5157471,-0.5164795
1632,A,5568316157605,1.0453949,-0.030273438,0.050079346
1632,A,5568366511609,3.0608978,-0.3580475,0.797348
1632,A,5568416865613,3.2947235,0.8971405,1.4740448
1632,A,5568467219617,2.1285858,2.3982086,1.0293121
1632,A,5568517573621,1.5325165,-0.7732849,0.84568787
1632,A,5568567927625,1.2341461,-1.8238983,1.1974487
1632,A,5568618281629,1.0578156,-1.4052582,1.5089874
1632,A,5568668635632,-0.13391113,-1.0223083,0.848114
1632,A,5568718989636,-1.2432251,-1.1052246,0.07899475
1632,A,5568769343640,-0.5878601,-1.4964142,0.31777954
1632,A,5568819697644,0.7283478,-1.2452545,0.9492645
1632,A,5568870051648,0.6940613,1.1947784,0.30511475
1632,A,5568920405652,-0.52012634,3.0624847,-0.5951996
1632,A,5568970759656,-2.0442047,1.3257751,-1.1077881
1632,A,5569021113660,-2.6411743,1.4467316,-1.3526001
1632,A,5569071467664,-2.6752014,1.0404816,-1.140976
1632,A,5569121821668,-2.0792236,0.544754,-0.7514496
1632,A,5569172175671,-1.503479,1.1181793,-0.64160156
1632,A,5569222529675,-1.083786,0.9992676,-0.9536438
1632,A,5569272883679,-0.8053436,1.0447693,-1.1018677
1632,A,5569323237683,-0.44203186,0.73280334,-0.60339355
1632,A,5569373591687,0.49783325,0.844162,0.23199463
1632,A,5569423945691,2.0641327,1.7115631,1.305893
1632,A,5569474299695,2.0062866,1.3661194,1.9489136
1632,A,5569524653699,1.4527893,0.15306091,1.5036163
1632,A,5569575007703,1.2095184,-0.50878906,1.385788
1632,A,5569625361707,0.70596313,-0.8909302,1.3091888
1632,A,5569675715711,0.30407715,-1.009491,0.8321533
1632,A,5569726069714,-0.02381897,-1.151062,0.13192749
1632,A,5569776423718,-0.32409668,-1.0923615,-0.4854889
1632,A,5569826777722,-0.11706543,-0.36299133,0.12922668
1632,A,5569877131726,0.02960205,-0.27459717,0.5490265
1632,A,5569927485730,0.5725403,0.7900543,0.5265808
1632,A,5569977839734,-0.3140869,0.28337097,-0.21765137
1632,A,5570028193738,-1.2326508,-0.457016,-0.8444061
1632,A,5570078547742,-1.6118774,-0.19815063,-0.8607025
1632,A,5570128901746,-1.8402863,-0.3330536,-0.44914246
1632,A,5570179255750,-1.65094,0.18922424,-0.29992676
1632,A,5570229609754,-1.0537109,0.27915955,-0.43173218
1632,A,5570279963757,-0.83877563,0.2049408,-0.57839966
1632,A,5570330317761,-0.8515167,0.3607788,-0.8210449
1632,A,5570380671765,-0.36091614,0.61805725,-0.58461
1632,A,5570431025769,0.41911316,0.72639465,0.001449585
1632,A,5570481379773,2.1906586,0.19096375,1.1864777
1632,A,5570531733777,2.8901367,0.5995178,1.9884338
1632,A,5570582087781,2.0059967,2.032898,1.4216461
1632,A,5570632441785,1.3266602,0.47833252,0.6555481
1632,A,5570682795789,1.1789856,-0.7945404,0.89378357
1632,A,5570733149793,0.8717041,-1.045578,1.4383087
1632,A,5570783503796,0.036483765,-0.83177185,1.0826263
1632,A,5570833857800,-1.0520782,-0.77763367,0.020492554
1632,A,5570884211804,-0.82884216,-0.7446594,-0.6194763
1632,A,5570934565808,0.9370575,-2.3381805,0.7265625
1632,A,5570984919812,-0.21220398,-1.1720886,0.59710693
1632,A,5571035273816,-0.34869385,0.38378906,-0.5789032
1632,A,5571085627820,-0.8333435,1.6110535,-0.8022003
1632,A,5571135981824,-1.6656647,0.46594238,-1.2790222
1632,A,5571186335828,-3.2552643,-1.1767578,-0.92276
1632,A,5571236689832,-2.152176,1.3360138,-0.98942566
1632,A,5571287043836,-1.0513458,0.43962097,-0.27287292
1632,A,5571337397839,-0.7658081,0.61499023,-0.48034668
1632,A,5571387751843,-0.76678467,0.55371094,-0.8982239
1632,A,5571438105847,-0.40657043,0.94114685,-0.61546326
1632,A,5571488459851,0.060699463,0.8900604,-0.009536743
1632,A,5571538813855,2.1705017,1.2381592,0.63261414
1632,A,5571589167859,2.8759918,-0.07862854,2.3591614
1632,A,5571639521863,1.9391632,2.416809,3.029602
1632,A,5571689875867,1.4603424,1.396286,1.3089447
1632,A,5571740229871,0.9645386,-1.378418,1.1267853
1632,A,5571790583875,0.7417755,-1.6495209,1.5355225
1632,A,5571840937879,0.09199524,-1.2312012,1.0606842
1632,A,5571891291882,-0.97940063,-0.7083435,0.060516357
1632,A,5571941645886,-0.90782166,-0.6622467,-0.5764618
1632,A,5571991999890,0.46650696,-2.0431519,0.8772583
1632,A,5572042353894,0.13156128,-0.7424011,0.6362915
1632,A,5572092707898,0.6071472,0.5536804,-0.21774292
1632,A,5572143061902,-0.6749878,1.3691406,-1.1348877
1632,A,5572193415906,-1.6997681,-0.049545288,-1.9998474
1632,A,5572243769910,-4.103073,-2.0741272,-1.3819427
1632,A,5572294123914,-1.400711,0.19010925,-1.0523376
1632,A,5572344477918,-1.3715515,0.025497437,0.17652893
1632,A,5572394831921,-0.8454895,0.16581726,-0.37060547
1632,A,5572445185925,-0.8289032,0.39482117,-1.1090393
1632,A,5572495539929,-0.15678406,1.3043518,-0.93891907
1632,A,5572545893933,0.054763794,0.57398987,0.14666748
1632,A,5572596247937,1.9803314,0.37469482,0.980011
1632,A,5572646601941,2.9139404,0.16133118,2.6064453
1632,A,5572696955945,1.5917816,1.3375244,2.1746216
1632,A,5572747309949,1.6206055,1.0708466,1.2272339
1632,A,5572797663953,0.8375702,-1.6266785,0.7264404
1632,A,5572848017957,0.55659485,-0.9946594,1.5797119
1632,A,5572898371961,-0.14860535,-1.1379395,1.2216339
1632,A,5572948725964,-1.1437683,-0.51768494,0.049438477
1632,A,5572999079968,-1.3147736,-0.6907501,-0.8796692
1632,A,5573049433972,0.4634552,-1.2645569,1.064682
1632,A,5573099787976,0.4887848,-0.5623474,0.6220856
1632,A,5573150141980,1.3387299,2.2352753,0.07572937
1632,A,5573200495984,-0.72509766,1.3448334,-1.1978607
1632,A,5573250849988,-1.4367981,0.9481201,-2.1146545
1632,A,5573301203992,-3.2951813,-0.43389893,-1.6366425
1632,A,5573351557996,-1.5988159,1.3204956,-1.3390961
1632,A,5573401912000,-0.8482666,0.3915863,-0.029800415
1632,A,5573452266004,-1.1137085,0.3605652,-0.4061737
1632,A,5573502620007,-0.717041,0.95643616,-1.3676758
1632,A,5573552974011,-0.37974548,1.0114441,-0.9964142
1632,A,5573603328015,-0.06791687,0.3307495,0.25334167
1632,A,5573653682019,1.8832703,0.6677704,0.786911
1632,A,5573704036023,3.3788452,0.80833435,2.074829
1632,A,5573754390027,1.7752533,2.0859528,1.5905609
1632,A,5573804744031,1.832901,0.26237488,1.1341858
1632,A,5573855098035,1.1125641,-1.4315491,0.65626526
1632,A,5573905452039,0.8656006,-1.8025208,1.3284912
1632,A,5573955806043,0.11198425,-1.1379547,1.1470032
1632,A,5574006160046,-0.98135376,-0.21902466,-0.19236755
1632,A,5574056514050,-1.2822876,-1.1215057,-0.70098877
1632,A,5574106868054,0.8534851,-0.9157257,1.2357025
1632,A,5574157222058,0.99198914,-0.54174805,1.0227814
1632,A,5574207576062,1.4562988,1.66539,0.046432495
1632,A,5574257930066,-1.0665131,1.0996704,-1.2977295
1632,A,5574308284070,-2.322754,0.5588074,-2.4969177
1632,A,5574358638074,-3.0318604,-1.3649292,-1.9784851
1632,A,5574408992078,-1.2185669,-0.09370422,-0.7420502
1632,A,5574459346082,-1.1821289,0.12565613,0.36627197
1632,A,5574509700086,-1.3546295,-0.16011047,-0.37695313
1632,A,5574560054089,-0.7094269,0.79447937,-1.2944031
1632,A,5574610408093,-0.33750916,1.2171936,-0.80625916
1632,A,5574660762097,0.08633423,0.8663635,-0.09466553
1632,A,5574711116101,1.4721069,0.18559265,0.72024536
1632,A,5574761470105,2.7516632,0.4723053,1.8096161
1632,A,5574811824109,2.0722656,0.92126465,1.9271698
1632,A,5574862178113,1.2284241,0.7429657,1.1832733
1632,A,5574912532117,0.87286377,-0.5408325,0.98968506
1632,A,5574962886121,0.6693878,-1.3465118,1.712143
1632,A,5575013240125,-0.05380249,-1.4175568,1.382782
1632,A,5575063594129,-1.0565796,-0.934021,0.2602234
1632,A,5575113948132,-1.0016937,-0.8245697,-0.4996338
1632,A,5575164302136,0.20953369,-0.78063965,0.24816895
1632,A,5575214656140,0.8094635,-2.2088318,1.1786499
1632,A,5575265010144,-0.21255493,-0.7305603,-0.044677734
1632,A,5575315364148,-0.69270325,0.3004303,-0.7480469
1632,A,5575365718152,-1.5342865,2.2699738,-1.8950806
1632,A,5575416072156,-2.86763,-0.21470642,-1.4947052
1632,A,5575466426160,-2.8484802,0.25624084,-0.86476135
1632,A,5575516780164,-0.8432617,1.2650146,-0.7076416
1632,A,5575567134168,-1.0622406,0.046295166,-0.12765503
