"ACTIVITY","X0","X1","X2","X3","X4","X5","X6","X7","X8","X9","Y0","Y1","Y2","Y3","Y4","Y5","Y6","Y7","Y8","Y9","Z0","Z1","Z2","Z3","Z4","Z5","Z6","Z7","Z8","Z9","XAVG","YAVG","ZAVG","XPEAK","YPEAK","ZPEAK","XABSOLDEV","YABSOLDEV","ZABSOLDEV","XSTANDDEV","YSTANDDEV","ZSTANDDEV","XVAR","YVAR","ZVAR","XMFCC0","XMFCC1","XMFCC2","XMFCC3","XMFCC4","XMFCC5","XMFCC6","XMFCC7","XMFCC8","XMFCC9","XMFCC10","XMFCC11","XMFCC12","YMFCC0","YMFCC1","YMFCC2","YMFCC3","YMFCC4","YMFCC5","YMFCC6","YMFCC7","YMFCC8","YMFCC9","YMFCC10","YMFCC11","YMFCC12","ZMFCC0","ZMFCC1","ZMFCC2","ZMFCC3","ZMFCC4","ZMFCC5","ZMFCC6","ZMFCC7","ZMFCC8","ZMFCC9","ZMFCC10","ZMFCC11","ZMFCC12","XYCOS","XZCOS","YZCOS","XYCOR","XZCOR","YZCOR","RESULTANT","class"
A,0.205,0.205,0.335,0.145,0.05,0.055,0.005,0,0,0,0.93,0.07,0,0,0,0,0,0,0,0,0.145,0.245,0.385,0.16,0.06,0.005,0,0,0,0,0.289247,-9.60178,0.0496488,54.2857,62.5806,41.3043,3.19292,3.4935,2.74822,0.308828,0.322519,0.298477,0.555723,0.567908,0.54633,0.435963,0.616215,0.615225,0.613576,0.61127,0.60831,0.604698,0.600439,0.595536,0.589996,0.583825,0.577028,0.569613,0.472795,0.668275,0.667201,0.665413,0.662913,0.659702,0.655785,0.651166,0.64585,0.639842,0.633149,0.625777,0.617736,0.454479,0.642386,0.641354,0.639636,0.637232,0.634146,0.630381,0.62594,0.62083,0.615055,0.608621,0.601535,0.593806,0.0205855,0.311722,0.0622303,0.187499,0.311647,0.169804,11.1456,1640
A,0.4,0.25,0.215,0.09,0.015,0.025,0.005,0,0,0,0.94,0.06,0,0,0,0,0,0,0,0,0.13,0.225,0.37,0.215,0.055,0.005,0,0,0,0,-2.19271,-9.54339,0.255153,65.8621,74.8,41.2766,3.70278,3.65111,3.00307,0.364604,0.330626,0.314348,0.603825,0.575001,0.560667,0.463852,0.655634,0.654581,0.652827,0.650373,0.647224,0.643381,0.638849,0.633633,0.627739,0.621172,0.613941,0.606051,0.470845,0.665519,0.66445,0.662669,0.660179,0.656982,0.653081,0.648481,0.643186,0.637203,0.630538,0.623197,0.615189,0.455991,0.644524,0.643488,0.641764,0.639352,0.636256,0.632478,0.628023,0.622896,0.617101,0.610646,0.603537,0.595781,0.544342,0.426587,-0.0143327,0.476473,0.488727,0.084516,11.5992,1640
A,0.345,0.305,0.19,0.125,0.015,0.015,0.005,0,0,0,0.935,0.065,0,0,0,0,0,0,0,0,0.145,0.2,0.4,0.185,0.065,0.005,0,0,0,0,-1.84584,-9.36817,0.246064,60.9677,71.8519,39.7917,3.50069,3.6322,2.90325,0.353608,0.333624,0.304964,0.59465,0.577602,0.552235,0.458744,0.648414,0.647373,0.645638,0.643211,0.640096,0.636296,0.631814,0.626656,0.620826,0.614332,0.60718,0.599378,0.478938,0.676958,0.675871,0.674059,0.671526,0.668274,0.664306,0.659627,0.654242,0.648156,0.641376,0.633909,0.625763,0.455554,0.643906,0.642872,0.641149,0.63874,0.635646,0.631872,0.627422,0.622299,0.61651,0.610061,0.602959,0.595211,0.49679,0.433372,-0.0311915,0.444388,0.483761,0.0438275,11.3119,1640
A,0.37,0.215,0.26,0.115,0.02,0.02,0,0,0,0,0.935,0.065,0,0,0,0,0,0,0,0,0.145,0.215,0.395,0.18,0.06,0.005,0,0,0,0,-1.73498,-9.54916,0.215456,74.6154,63.3333,42.6667,3.64014,3.68835,2.88159,0.357237,0.334519,0.307558,0.597693,0.578376,0.554579,0.463419,0.655022,0.65397,0.652217,0.649766,0.646619,0.64278,0.638253,0.633042,0.627153,0.620592,0.613367,0.605486,0.471104,0.665884,0.664815,0.663033,0.660541,0.657342,0.653439,0.648837,0.643539,0.637553,0.630884,0.623539,0.615527,0.456237,0.644872,0.643836,0.64211,0.639697,0.636599,0.632819,0.628362,0.623232,0.617434,0.610976,0.603863,0.596103,0.506064,0.432125,-0.0161167,0.512137,0.474468,0.0636379,11.4155,1640
A,0.39,0.2,0.245,0.125,0.025,0.005,0.01,0,0,0,0.93,0.07,0,0,0,0,0,0,0,0,0.14,0.225,0.36,0.215,0.04,0.02,0,0,0,0,-1.79971,-9.58305,0.19535,63,71.6,40,3.69404,3.79067,2.99346,0.370251,0.33888,0.319999,0.608482,0.582134,0.565684,0.475891,0.672652,0.671571,0.669771,0.667254,0.664023,0.66008,0.655431,0.65008,0.644033,0.637296,0.629876,0.621782,0.481095,0.680007,0.678915,0.677096,0.674551,0.671284,0.667299,0.662598,0.657189,0.651075,0.644264,0.636764,0.628581,0.470568,0.665128,0.664059,0.66228,0.659791,0.656596,0.652697,0.6481,0.642808,0.636829,0.630167,0.622831,0.614827,0.468018,0.464099,0.0227426,0.419151,0.506041,0.137209,11.5443,1640
A,0.355,0.25,0.2,0.155,0.03,0.005,0.005,0,0,0,0.935,0.065,0,0,0,0,0,0,0,0,0.125,0.205,0.42,0.16,0.07,0.02,0,0,0,0,-1.52008,-9.6235,0.520342,56.9697,71.9231,43.1111,3.54914,3.68797,2.86944,0.350808,0.336689,0.303617,0.592291,0.580249,0.551015,0.468859,0.662712,0.661647,0.659874,0.657394,0.65421,0.650326,0.645745,0.640473,0.634515,0.627878,0.620568,0.612594,0.48055,0.679236,0.678145,0.676328,0.673786,0.670523,0.666542,0.661847,0.656443,0.650337,0.643534,0.636042,0.627869,0.470102,0.664469,0.663402,0.661624,0.659138,0.655945,0.652051,0.647458,0.642172,0.636198,0.629543,0.622214,0.614218,0.449443,0.415335,-0.0765009,0.440726,0.474702,0.0711578,11.473,1640
A,0.425,0.24,0.2,0.105,0.015,0.01,0.005,0,0,0,0.965,0.035,0,0,0,0,0,0,0,0,0.175,0.24,0.345,0.15,0.075,0.01,0.005,0,0,0,-2.10046,-9.73821,0.166657,58.1818,65.1724,41.087,3.43549,3.31635,2.97805,0.334997,0.300646,0.304329,0.578789,0.548312,0.551661,0.470293,0.664738,0.66367,0.661892,0.659404,0.656211,0.652315,0.64772,0.642432,0.636456,0.629798,0.622466,0.614467,0.479983,0.678436,0.677346,0.67553,0.672992,0.669733,0.665756,0.661067,0.65567,0.64957,0.642775,0.635292,0.627129,0.472258,0.667517,0.666444,0.664658,0.662161,0.658954,0.655041,0.650427,0.645117,0.639116,0.63243,0.625068,0.617035,0.520941,0.413124,-0.0245032,0.408676,0.469414,0.0274063,11.5812,1640
A,0.345,0.25,0.23,0.14,0.02,0.01,0.005,0,0,0,0.92,0.07,0.01,0,0,0,0,0,0,0,0.165,0.195,0.405,0.15,0.08,0.005,0,0,0,0,-1.50996,-9.35131,0.204535,63,70.3846,42.8889,3.57483,3.84832,2.93499,0.354175,0.355116,0.301954,0.595126,0.595916,0.549503,0.469723,0.663933,0.662866,0.66109,0.658605,0.655416,0.651524,0.646935,0.641653,0.635684,0.629035,0.621711,0.613722,0.490156,0.692814,0.691701,0.689847,0.687255,0.683926,0.679866,0.675077,0.669565,0.663337,0.656398,0.648756,0.640419,0.467005,0.660091,0.65903,0.657264,0.654794,0.651623,0.647754,0.643191,0.63794,0.632006,0.625394,0.618114,0.610171,0.457036,0.422772,-0.0195051,0.447581,0.45651,0.0479138,11.3439,1640
A,0.36,0.225,0.255,0.11,0.015,0.025,0.01,0,0,0,0.95,0.05,0,0,0,0,0,0,0,0,0.145,0.23,0.38,0.175,0.045,0.025,0,0,0,0,-1.64795,-9.64146,0.240328,61,73.2,43.1818,3.78602,3.80015,2.99082,0.374494,0.346925,0.322594,0.611959,0.589003,0.567974,0.475775,0.672487,0.671406,0.669607,0.667091,0.66386,0.659918,0.65527,0.64992,0.643874,0.637139,0.629721,0.62163,0.487329,0.688819,0.687712,0.685869,0.683291,0.679982,0.675945,0.671184,0.665704,0.659511,0.652612,0.645015,0.636726,0.470399,0.664888,0.66382,0.662041,0.659553,0.656359,0.652462,0.647866,0.642577,0.636599,0.62994,0.622606,0.614606,0.452929,0.495694,0.0211277,0.434439,0.536248,0.15017,11.624,1640
A,0.365,0.24,0.225,0.12,0.035,0.015,0,0,0,0,0.95,0.05,0,0,0,0,0,0,0,0,0.125,0.255,0.38,0.17,0.04,0.025,0.005,0,0,0,-1.62835,-9.55722,0.333782,68.5185,69.2308,40.6383,3.5471,3.51505,2.88765,0.351281,0.317408,0.308914,0.59269,0.56339,0.5558,0.468938,0.662823,0.661758,0.659985,0.657505,0.65432,0.650435,0.645854,0.640581,0.634622,0.627983,0.620672,0.612697,0.469104,0.663057,0.661992,0.660218,0.657737,0.654552,0.650665,0.646082,0.640807,0.634846,0.628205,0.620892,0.612913,0.454852,0.642913,0.641881,0.64016,0.637755,0.634666,0.630898,0.626454,0.621339,0.615559,0.60912,0.602029,0.594293,0.430201,0.471878,-0.0250736,0.367045,0.523071,0.103519,11.4165,1640
