"ACTIVITY","X0","X1","X2","X3","X4","X5","X6","X7","X8","X9","Y0","Y1","Y2","Y3","Y4","Y5","Y6","Y7","Y8","Y9","Z0","Z1","Z2","Z3","Z4","Z5","Z6","Z7","Z8","Z9","XAVG","YAVG","ZAVG","XPEAK","YPEAK","ZPEAK","XABSOLDEV","YABSOLDEV","ZABSOLDEV","XSTANDDEV","YSTANDDEV","ZSTANDDEV","XVAR","YVAR","ZVAR","XMFCC0","XMFCC1","XMFCC2","XMFCC3","XMFCC4","XMFCC5","XMFCC6","XMFCC7","XMFCC8","XMFCC9","XMFCC10","XMFCC11","XMFCC12","YMFCC0","YMFCC1","YMFCC2","YMFCC3","YMFCC4","YMFCC5","YMFCC6","YMFCC7","YMFCC8","YMFCC9","YMFCC10","YMFCC11","YMFCC12","ZMFCC0","ZMFCC1","ZMFCC2","ZMFCC3","ZMFCC4","ZMFCC5","ZMFCC6","ZMFCC7","ZMFCC8","ZMFCC9","ZMFCC10","ZMFCC11","ZMFCC12","XYCOS","XZCOS","YZCOS","XYCOR","XZCOR","YZCOR","RESULTANT","class"
A,0,0,0.045,0.02,0.25,0.27,0.265,0.115,0.035,0,0.755,0.235,0.01,0,0,0,0,0,0,0,0.005,0.45,0.48,0.005,0.025,0.035,0,0,0,0,9.0734,-4.41482,0.518147,52.5714,59.6667,48.4615,2.56265,1.7698,1.4669,0.228204,0.146219,0.151879,0.477707,0.382386,0.389717,0.394841,0.558091,0.557195,0.555701,0.553613,0.550932,0.547661,0.543803,0.539363,0.534346,0.528756,0.522601,0.515885,0.335674,0.474461,0.473699,0.472429,0.470654,0.468375,0.465594,0.462314,0.45854,0.454274,0.449522,0.444289,0.43858,0.331023,0.467887,0.467135,0.465883,0.464132,0.461885,0.459142,0.455908,0.452186,0.44798,0.443293,0.438133,0.432503,-0.913189,0.079917,-0.195291,-0.421884,-0.432908,0.041413,10.673,1602
A,0,0,0,0.01,0.34,0.215,0.28,0.13,0.025,0,0.815,0.185,0,0,0,0,0,0,0,0,0,0.48,0.515,0.005,0,0,0,0,0,0,9.36133,-4.61739,-0.0130903,53.4286,48.75,46.0976,2.40842,1.5948,0.894812,0.197183,0.126053,0.0736816,0.444053,0.35504,0.271443,0.401262,0.567166,0.566255,0.564737,0.562615,0.55989,0.556566,0.552646,0.548134,0.543035,0.537354,0.531098,0.524274,0.32753,0.462949,0.462205,0.460966,0.459234,0.45701,0.454297,0.451097,0.447414,0.443252,0.438615,0.433509,0.427938,0.21935,0.310042,0.309544,0.308715,0.307554,0.306065,0.304248,0.302105,0.299638,0.296851,0.293746,0.290326,0.286595,-0.934328,0.0080097,-0.210281,-0.391587,0.0702311,-0.616432,10.6314,1602
A,0,0,0.02,0.055,0.275,0.235,0.255,0.14,0.02,0,0.77,0.23,0,0,0,0,0,0,0,0,0,0.46,0.435,0.08,0.01,0.015,0,0,0,0,9.11735,-4.47376,0.467869,49.7368,54.8571,41.087,2.67596,1.65185,1.25723,0.22388,0.138078,0.125479,0.473159,0.371589,0.354231,0.415468,0.587246,0.586303,0.584732,0.582534,0.579713,0.576271,0.572212,0.56754,0.562261,0.556379,0.549902,0.542836,0.341797,0.483115,0.482339,0.481047,0.479239,0.476918,0.474086,0.470747,0.466904,0.46256,0.457722,0.452393,0.446579,0.287644,0.406573,0.405919,0.404832,0.40331,0.401357,0.398974,0.396164,0.392929,0.389274,0.385202,0.380718,0.375825,-0.928758,0.218166,-0.321075,-0.479893,-0.071466,-0.225998,10.4817,1602
A,0,0,0,0,0.23,0.375,0.2,0.14,0.055,0,0.765,0.235,0,0,0,0,0,0,0,0,0.005,0.465,0.5,0.025,0.005,0,0,0,0,0,9.79495,-4.40824,0.0420003,46,55.2941,43.8636,2.32267,1.73395,1.11981,0.196684,0.140278,0.0954724,0.443491,0.374537,0.308986,0.416366,0.588515,0.587569,0.585995,0.583793,0.580965,0.577516,0.573448,0.568766,0.563475,0.557581,0.55109,0.544008,0.332584,0.470093,0.469338,0.46808,0.466321,0.464063,0.461308,0.458058,0.454318,0.450092,0.445384,0.440199,0.434542,0.259052,0.366159,0.365571,0.364591,0.363221,0.361462,0.359316,0.356785,0.353872,0.35058,0.346913,0.342874,0.338468,-0.905512,0.0623578,-0.263705,-0.2523,0.11884,-0.573767,11.0107,1602
A,0,0,0,0.045,0.255,0.305,0.275,0.095,0.025,0,0.79,0.21,0,0,0,0,0,0,0,0,0.01,0.565,0.42,0.005,0,0,0,0,0,0,9.32546,-4.41294,-0.272227,52.973,62,41.7778,2.34877,1.4933,0.929069,0.198668,0.132032,0.0778266,0.445722,0.363362,0.278974,0.406701,0.574853,0.57393,0.572392,0.570241,0.567479,0.56411,0.560136,0.555563,0.550395,0.544638,0.538297,0.53138,0.340729,0.481605,0.480831,0.479543,0.477741,0.475427,0.472604,0.469275,0.465444,0.461114,0.456291,0.450979,0.445183,0.237893,0.336251,0.335711,0.334811,0.333553,0.331938,0.329967,0.327643,0.324968,0.321945,0.318577,0.314868,0.310822,-0.924446,-0.244358,0.0803299,-0.379368,-0.0516496,-0.372193,10.5223,1602
A,0,0,0.02,0.095,0.2,0.3,0.25,0.095,0.03,0.01,0.785,0.175,0.035,0.005,0,0,0,0,0,0,0.02,0.52,0.36,0.07,0.03,0,0,0,0,0,9.00816,-4.43726,0.209726,54,44.4186,43.1818,2.63003,2.03339,1.38126,0.235133,0.186653,0.131915,0.484905,0.432034,0.363201,0.434201,0.613724,0.612738,0.611096,0.608799,0.605851,0.602254,0.598012,0.593129,0.587612,0.581465,0.574696,0.567311,0.396565,0.560528,0.559627,0.558128,0.55603,0.553337,0.550052,0.546178,0.541718,0.536679,0.531065,0.524882,0.518138,0.31405,0.443896,0.443183,0.441995,0.440334,0.438202,0.4356,0.432532,0.429001,0.42501,0.420564,0.415668,0.410326,-0.896718,-0.0276244,0.0779887,-0.510989,-0.384818,0.34248,10.5309,1602
A,0,0,0,0.035,0.28,0.305,0.275,0.075,0.03,0,0.875,0.125,0,0,0,0,0,0,0,0,0.005,0.645,0.35,0,0,0,0,0,0,0,9.1472,-4.25851,-0.45834,48.9474,57.5758,43.1111,2.17356,1.27687,0.784688,0.190974,0.109922,0.0654171,0.437006,0.331545,0.255768,0.410489,0.580208,0.579276,0.577724,0.575552,0.572765,0.569364,0.565354,0.560738,0.555522,0.549711,0.543311,0.536329,0.318953,0.450825,0.450101,0.448895,0.447208,0.445042,0.4424,0.439284,0.435697,0.431644,0.427129,0.422156,0.416732,0.206397,0.291733,0.291264,0.290484,0.289392,0.28799,0.286281,0.284264,0.281943,0.27932,0.276399,0.273181,0.26967,-0.945231,-0.502324,0.403584,-0.456337,-0.301729,-0.0437203,10.2323,1602
A,0,0,0,0.015,0.3,0.26,0.3,0.105,0.015,0.005,0.795,0.205,0,0,0,0,0,0,0,0,0.015,0.49,0.45,0.035,0.01,0,0,0,0,0,9.38896,-4.10558,0.20975,53.1429,42.8889,44.4186,2.24298,1.37898,1.23556,0.188813,0.116153,0.106278,0.434526,0.340813,0.326003,0.416525,0.58874,0.587794,0.586219,0.584016,0.581187,0.577737,0.573667,0.568983,0.563691,0.557794,0.5513,0.544216,0.328847,0.464811,0.464064,0.462821,0.461081,0.458848,0.456124,0.452911,0.449213,0.445035,0.440379,0.435252,0.429659,0.274113,0.387447,0.386825,0.385788,0.384338,0.382477,0.380206,0.377528,0.374446,0.370962,0.367082,0.362808,0.358146,-0.925068,0.0554522,-0.119668,-0.31528,-0.286021,0.0235282,10.4895,1602
A,0,0,0,0.015,0.325,0.29,0.25,0.095,0.025,0,0.85,0.15,0,0,0,0,0,0,0,0,0.01,0.58,0.41,0,0,0,0,0,0,0,9.18258,-4.41128,-0.227264,52.1622,44.2857,43.6364,2.13174,1.36874,1.02818,0.181395,0.112532,0.0831519,0.425905,0.335458,0.288361,0.399538,0.564729,0.563822,0.562311,0.560198,0.557485,0.554175,0.550272,0.545779,0.540702,0.535046,0.528817,0.522021,0.327513,0.462925,0.462181,0.460943,0.45921,0.456986,0.454273,0.451073,0.447391,0.443229,0.438592,0.433486,0.427916,0.230245,0.325441,0.324918,0.324047,0.32283,0.321266,0.319359,0.317109,0.31452,0.311594,0.308335,0.304745,0.300829,-0.933214,-0.237332,0.0621467,-0.298394,-0.206606,-0.349175,10.382,1602
A,0,0,0,0.015,0.295,0.3,0.23,0.115,0.045,0,0.785,0.215,0,0,0,0,0,0,0,0,0.02,0.545,0.42,0.015,0,0,0,0,0,0,9.46126,-4.34764,-0.182229,51.6667,50.5128,42.7273,2.41805,1.46781,1.03255,0.206211,0.123269,0.0876178,0.454104,0.351097,0.296003,0.41772,0.590429,0.589481,0.587901,0.585692,0.582855,0.579395,0.575314,0.570616,0.565308,0.559395,0.552882,0.545778,0.329896,0.466293,0.465544,0.464297,0.462552,0.460312,0.457579,0.454356,0.450646,0.446454,0.441784,0.436641,0.43103,0.243158,0.343694,0.343142,0.342222,0.340936,0.339285,0.33727,0.334895,0.33216,0.329071,0.325628,0.321837,0.317702,-0.919705,-0.165961,-0.0472745,-0.298465,-0.0923624,-0.49516,10.6485,1602
A,0,0,0.015,0.035,0.19,0.365,0.26,0.095,0.035,0.005,0.81,0.165,0.025,0,0,0,0,0,0,0,0.035,0.56,0.355,0.03,0.02,0,0,0,0,0,9.38481,-4.33537,-0.155749,51.5789,47.8049,40.8511,2.27531,1.70525,1.26886,0.20662,0.160158,0.127559,0.454555,0.400198,0.357154,0.431387,0.609746,0.608767,0.607135,0.604854,0.601924,0.59835,0.594136,0.589285,0.583803,0.577696,0.570971,0.563634,0.361227,0.510579,0.509759,0.508392,0.506482,0.504029,0.501036,0.497507,0.493446,0.488855,0.483742,0.47811,0.471966,0.310094,0.438304,0.4376,0.436427,0.434787,0.432681,0.430112,0.427083,0.423596,0.419655,0.415266,0.410431,0.405157,-0.918852,-0.227621,0.248236,-0.527345,-0.491228,0.372821,10.7137,1602
A,0,0,0,0.025,0.31,0.275,0.25,0.12,0.02,0,0.805,0.195,0,0,0,0,0,0,0,0,0,0.575,0.425,0,0,0,0,0,0,0,9.24232,-4.1328,-0.274932,54.1667,47.5,37.4,2.23601,1.21209,0.936692,0.188755,0.101929,0.0748641,0.43446,0.319262,0.273613,0.404055,0.571114,0.570196,0.568668,0.566531,0.563787,0.56044,0.556492,0.551949,0.546815,0.541095,0.534795,0.527923,0.30483,0.430863,0.430171,0.429018,0.427406,0.425336,0.422811,0.419833,0.416405,0.412532,0.408216,0.403464,0.398279,0.22292,0.315087,0.314581,0.313738,0.312559,0.311045,0.309199,0.307021,0.304514,0.301681,0.298526,0.29505,0.291259,-0.930161,-0.270362,0.0512377,-0.251964,-0.107566,-0.58377,10.3041,1602
