"ACTIVITY","X0","X1","X2","X3","X4","X5","X6","X7","X8","X9","Y0","Y1","Y2","Y3","Y4","Y5","Y6","Y7","Y8","Y9","Z0","Z1","Z2","Z3","Z4","Z5","Z6","Z7","Z8","Z9","XAVG","YAVG","ZAVG","XPEAK","YPEAK","ZPEAK","XABSOLDEV","YABSOLDEV","ZABSOLDEV","XSTANDDEV","YSTANDDEV","ZSTANDDEV","XVAR","YVAR","ZVAR","XMFCC0","XMFCC1","XMFCC2","XMFCC3","XMFCC4","XMFCC5","XMFCC6","XMFCC7","XMFCC8","XMFCC9","XMFCC10","XMFCC11","XMFCC12","YMFCC0","YMFCC1","YMFCC2","YMFCC3","YMFCC4","YMFCC5","YMFCC6","YMFCC7","YMFCC8","YMFCC9","YMFCC10","YMFCC11","YMFCC12","ZMFCC0","ZMFCC1","ZMFCC2","ZMFCC3","ZMFCC4","ZMFCC5","ZMFCC6","ZMFCC7","ZMFCC8","ZMFCC9","ZMFCC10","ZMFCC11","ZMFCC12","XYCOS","XZCOS","YZCOS","XYCOR","XZCOR","YZCOR","RESULTANT","class"
A,0.995,0.005,0,0,0,0,0,0,0,0,0,0.04,0.29,0.335,0.165,0.105,0.04,0.025,0,0,0.465,0.285,0.22,0.03,0,0,0,0,0,0,-8.17336,4.31448,-2.63311,40.2222,38.5417,42.4444,2.32715,2.52303,2.73379,0.199798,0.224812,0.238395,0.446987,0.474143,0.488257,0.422698,0.597465,0.596505,0.594907,0.592671,0.589801,0.586299,0.582169,0.577416,0.572045,0.566061,0.559471,0.552282,0.41611,0.588153,0.587208,0.585634,0.583434,0.580608,0.577161,0.573095,0.568416,0.563129,0.557238,0.550751,0.543673,0.376245,0.531806,0.530952,0.529529,0.527539,0.524984,0.521867,0.518191,0.51396,0.509179,0.503853,0.497987,0.491588,-0.741843,0.486636,-0.650073,0.0980762,-0.369355,-0.33057,10.6609,1636
A,0.85,0.045,0.07,0.035,0,0,0,0,0,0,0.01,0.05,0.35,0.33,0.135,0.055,0.03,0.03,0.005,0.005,0.2,0.555,0.225,0.02,0,0,0,0,0,0,-8.62204,3.80828,-1.08302,47.6923,48.2051,39.5918,3.50688,2.5575,1.35833,0.33687,0.252057,0.123847,0.580405,0.502052,0.35192,0.425227,0.60104,0.600074,0.598466,0.596217,0.59333,0.589807,0.585652,0.580871,0.575467,0.569448,0.562818,0.555586,0.43058,0.608606,0.607628,0.605999,0.603722,0.600798,0.597231,0.593025,0.588183,0.582711,0.576616,0.569903,0.56258,0.336785,0.47603,0.475266,0.473992,0.472211,0.469924,0.467134,0.463843,0.460056,0.455777,0.451009,0.445758,0.44003,-0.500744,0.374316,-0.336235,0.418385,-0.209106,0.0821228,10.8959,1636
A,1,0,0,0,0,0,0,0,0,0,0,0.075,0.45,0.345,0.11,0.02,0,0,0,0,0.17,0.545,0.26,0.025,0,0,0,0,0,0,-10.9216,2.62445,-0.91489,43.6364,54.7222,50,1.94147,1.55837,1.33572,0.166994,0.139862,0.121626,0.408649,0.373981,0.348749,0.423653,0.598814,0.597852,0.59625,0.59401,0.591133,0.587623,0.583484,0.57872,0.573337,0.567339,0.560734,0.553529,0.331857,0.469066,0.468312,0.467057,0.465302,0.463049,0.460299,0.457057,0.453326,0.449108,0.444411,0.439237,0.433592,0.310698,0.439158,0.438452,0.437277,0.435634,0.433524,0.43095,0.427915,0.424421,0.420473,0.416075,0.411231,0.405946,-0.828015,0.456222,-0.0182044,-0.373101,-0.0148479,0.671493,11.5224,1636
A,1,0,0,0,0,0,0,0,0,0,0.01,0.035,0.43,0.37,0.145,0.01,0,0,0,0,0.15,0.595,0.235,0.02,0,0,0,0,0,0,-10.6641,2.84705,-0.851552,40.625,46.0976,42,1.88646,1.53687,1.20826,0.157389,0.138845,0.110016,0.396723,0.37262,0.331687,0.420105,0.5938,0.592846,0.591257,0.589035,0.586183,0.582702,0.578598,0.573874,0.568535,0.562588,0.556039,0.548893,0.34882,0.493041,0.492249,0.49093,0.489085,0.486716,0.483827,0.480419,0.476496,0.472064,0.467126,0.461687,0.455755,0.311547,0.440358,0.439651,0.438473,0.436825,0.434709,0.432128,0.429085,0.425581,0.421622,0.417212,0.412355,0.407056,-0.843593,0.449583,-0.0752818,-0.325499,-0.113825,0.642419,11.3184,1636
A,1,0,0,0,0,0,0,0,0,0,0,0.04,0.485,0.345,0.115,0.015,0,0,0,0,0.135,0.55,0.315,0,0,0,0,0,0,0,-10.5728,2.66952,-0.76123,41.087,45.5814,38.6275,1.81311,1.44378,1.14574,0.158236,0.132531,0.104038,0.397789,0.364048,0.322549,0.420231,0.593978,0.593024,0.591435,0.589212,0.586359,0.582877,0.578772,0.574046,0.568706,0.562757,0.556206,0.549059,0.34189,0.483247,0.482471,0.481178,0.479369,0.477048,0.474216,0.470875,0.467031,0.462686,0.457846,0.452516,0.446701,0.302302,0.427291,0.426605,0.425461,0.423863,0.42181,0.419305,0.416352,0.412953,0.409111,0.404832,0.400119,0.394977,-0.849479,0.435951,-0.0470057,-0.410088,-0.0739996,0.644797,11.1509,1636
A,1,0,0,0,0,0,0,0,0,0,0,0.035,0.41,0.375,0.165,0.015,0,0,0,0,0.175,0.57,0.255,0,0,0,0,0,0,0,-10.9472,2.91793,-0.979223,36.9231,49.25,40.2083,1.92275,1.60626,1.2043,0.162123,0.142562,0.106236,0.402646,0.377574,0.325939,0.421138,0.595261,0.594304,0.592712,0.590484,0.587625,0.584136,0.580021,0.575286,0.569934,0.563972,0.557406,0.550244,0.341006,0.481997,0.481223,0.479933,0.47813,0.475814,0.472989,0.469658,0.465823,0.46149,0.456662,0.451346,0.445546,0.294599,0.416404,0.415735,0.41462,0.413062,0.411062,0.408621,0.405743,0.40243,0.398687,0.394516,0.389923,0.384913,-0.860226,0.50339,-0.0952352,-0.47183,-0.180776,0.743323,11.6064,1636
A,1,0,0,0,0,0,0,0,0,0,0,0.05,0.41,0.435,0.105,0,0,0,0,0,0.15,0.565,0.285,0,0,0,0,0,0,0,-10.5345,2.74622,-0.86806,41.0417,48.7179,42.6667,2.24309,1.44486,1.16728,0.189479,0.127832,0.10548,0.435292,0.357535,0.324777,0.425276,0.601109,0.600144,0.598535,0.596286,0.593398,0.589875,0.58572,0.580938,0.575534,0.569514,0.562883,0.55565,0.328606,0.464471,0.463725,0.462482,0.460744,0.458513,0.45579,0.45258,0.448885,0.444709,0.440057,0.434934,0.429345,0.294012,0.415573,0.414906,0.413794,0.412239,0.410242,0.407806,0.404934,0.401628,0.397892,0.39373,0.389146,0.384145,-0.864573,0.483125,-0.121286,-0.406395,-0.0202398,0.628776,11.1361,1636
A,1,0,0,0,0,0,0,0,0,0,0.005,0.05,0.485,0.38,0.08,0,0,0,0,0,0.14,0.61,0.245,0.005,0,0,0,0,0,0,-10.4249,2.45374,-0.938725,37.9592,53.2432,43.4091,2.16489,1.28936,1.18767,0.181457,0.118398,0.109894,0.425978,0.344091,0.331503,0.428923,0.606264,0.60529,0.603668,0.6014,0.598487,0.594934,0.590743,0.58592,0.58047,0.574398,0.56771,0.560415,0.335891,0.474767,0.474004,0.472734,0.470958,0.468677,0.465894,0.462612,0.458835,0.454567,0.449812,0.444575,0.438863,0.316294,0.447067,0.446349,0.445153,0.44348,0.441332,0.438712,0.435622,0.432065,0.428046,0.423568,0.418637,0.413257,-0.854031,0.511057,-0.14092,-0.385712,0.0440999,0.593072,10.9596,1636
A,1,0,0,0,0,0,0,0,0,0,0.005,0.085,0.405,0.425,0.08,0,0,0,0,0,0.115,0.565,0.285,0.035,0,0,0,0,0,0,-10.528,2.46979,-0.584814,42.2222,40.6383,41.0417,1.8426,1.39189,1.22098,0.157143,0.127135,0.111848,0.396413,0.35656,0.334437,0.41428,0.585566,0.584626,0.583059,0.580868,0.578055,0.574622,0.570575,0.565917,0.560652,0.554787,0.548329,0.541283,0.334461,0.472747,0.471987,0.470722,0.468953,0.466682,0.463911,0.460644,0.456883,0.452633,0.447898,0.442683,0.436995,0.296516,0.419113,0.418439,0.417318,0.41575,0.413736,0.41128,0.408383,0.405048,0.401281,0.397083,0.39246,0.387417,-0.842337,0.318269,0.0479898,-0.422059,-0.108569,0.594806,11.0551,1636
A,1,0,0,0,0,0,0,0,0,0,0,0.06,0.495,0.34,0.105,0,0,0,0,0,0.155,0.55,0.28,0.015,0,0,0,0,0,0,-10.7405,2.54829,-0.844285,44.4186,43.3333,42.6667,1.80596,1.51255,1.20163,0.155584,0.132668,0.109298,0.394441,0.364236,0.330602,0.420691,0.594628,0.593673,0.592082,0.589857,0.587,0.583515,0.579405,0.574674,0.569328,0.563373,0.556814,0.549659,0.336733,0.475958,0.475193,0.47392,0.472139,0.469852,0.467062,0.463773,0.459986,0.455707,0.45094,0.44569,0.439963,0.301408,0.426028,0.425343,0.424203,0.422609,0.420562,0.418065,0.415121,0.411731,0.407901,0.403634,0.398935,0.393809,-0.833947,0.448795,-0.0495156,-0.378625,-0.118195,0.646712,11.3091,1636
