id,activity,time,X,Y,Z
1613,A,616433233702552,1.6924013,1.9999067,10.410887
1613,A,616433283649893,1.6086043,2.1267993,9.90571
1613,A,616433333599716,0.117016606,-0.07586627,11.694179
1613,A,616433383299792,0.86400753,0.11806407,9.948806
1613,A,616433433249374,1.6349405,-0.88510644,10.616788
1613,A,616433483202612,2.317288,0.039055414,10.056545
1613,A,616433533157758,1.3548189,0.900968,8.739734
1613,A,616433583105176,0.9262568,1.8466777,7.8299375
1613,A,616433633057619,0.12898761,1.9496284,7.6719203
1613,A,616433683012578,-0.35703534,2.0238485,8.792406
1613,A,616433732968956,0.9669582,2.3039703,10.480319
1613,A,616433782926114,1.7618332,2.631976,9.920075
1613,A,616433832883712,2.1880012,1.3175591,12.141894
1613,A,616433882841581,3.7849336,1.2433388,10.676643
1613,A,616433932799648,3.2294788,1.4061446,10.336666
1613,A,616433982757858,2.6524763,1.8706198,8.991125
1613,A,616434032714121,1.8336592,2.4021325,8.12203
1613,A,616434082671550,1.0818799,2.3374891,7.0278797
1613,A,616434132629609,0.50727147,2.3159413,6.886622
1613,A,616434182588031,0.6605004,2.3303065,7.0709753
1613,A,616434232538884,0.08828619,2.0453963,8.866627
1613,A,616434282485989,1.4050971,1.8155531,10.6838255
1613,A,616434332431402,1.309329,-0.86595285,13.097181
1613,A,616434382394885,1.2398973,-0.7270891,12.194567
1613,A,616434432367423,2.733879,-1.342399,12.412439
1613,A,616434482322990,3.0738556,0.010324995,11.220127
1613,A,616434532272430,2.1808186,0.52028996,9.120412
1613,A,616434582226650,1.2542624,1.3343185,7.1667433
1613,A,616434632183342,0.5767033,0.85547817,7.0111203
1613,A,616434682141333,0.20799628,0.8435072,8.019079
1613,A,616434732094835,0.9190742,0.74055654,9.64953
1613,A,616434782062807,1.9820998,1.8275241,10.949582
1613,A,616434832037984,2.173636,1.7221792,12.034156
1613,A,616434882016724,3.19596,0.556203,11.212944
1613,A,616434931997133,3.7035308,-0.19557635,10.257658
1613,A,616434981978268,3.2342672,-0.02558803,8.979155
1613,A,616435031959606,1.7570448,1.6886604,7.741352
1613,A,616435081940983,1.7546506,1.5521909,6.331167
1613,A,616435131922196,1.7283144,0.50113636,5.6512136
1613,A,616435181903204,1.7905636,-1.1795932,6.290466
1613,A,616435231865179,1.6588825,-2.5610476,7.7964187
1613,A,616435281817611,2.1089923,-2.956091,9.35265
1613,A,616435331772424,2.3196821,-4.6368203,9.070134
1613,A,616435381740309,2.5591023,-7.1196074,9.137172
1613,A,616435431714737,3.9764698,-13.176938,11.818677
1613,A,616435481692290,6.3467293,-6.9376483,9.86022
1613,A,616435531671335,6.564602,-6.1451674,8.983943
1613,A,616435581640791,3.0834324,-1.6297032,7.88261
1613,A,616435631615649,2.2071548,-2.4173956,5.4596777
1613,A,616435681593140,2.5950153,-3.504363,4.7486
1613,A,616435731571806,3.9166148,-4.696676,4.049493
1613,A,616435781550936,4.7450085,-3.645621,2.9050646
