"ACTIVITY","X0","X1","X2","X3","X4","X5","X6","X7","X8","X9","Y0","Y1","Y2","Y3","Y4","Y5","Y6","Y7","Y8","Y9","Z0","Z1","Z2","Z3","Z4","Z5","Z6","Z7","Z8","Z9","XAVG","YAVG","ZAVG","XPEAK","YPEAK","ZPEAK","XABSOLDEV","YABSOLDEV","ZABSOLDEV","XSTANDDEV","YSTANDDEV","ZSTANDDEV","XVAR","YVAR","ZVAR","XMFCC0","XMFCC1","XMFCC2","XMFCC3","XMFCC4","XMFCC5","XMFCC6","XMFCC7","XMFCC8","XMFCC9","XMFCC10","XMFCC11","XMFCC12","YMFCC0","YMFCC1","YMFCC2","YMFCC3","YMFCC4","YMFCC5","YMFCC6","YMFCC7","YMFCC8","YMFCC9","YMFCC10","YMFCC11","YMFCC12","ZMFCC0","ZMFCC1","ZMFCC2","ZMFCC3","ZMFCC4","ZMFCC5","ZMFCC6","ZMFCC7","ZMFCC8","ZMFCC9","ZMFCC10","ZMFCC11","ZMFCC12","XYCOS","XZCOS","YZCOS","XYCOR","XZCOR","YZCOR","RESULTANT","class"
A,0.135,0.25,0.57,0.045,0,0,0,0,0,0,0.02,0.57,0.4,0.01,0,0,0,0,0,0,0.005,0.48,0.51,0.005,0,0,0,0,0,0,0.0178442,-0.0970264,0.106569,44.7619,37.8431,50.5405,1.43321,0.844998,0.778342,0.122182,0.0786216,0.0678454,0.349546,0.280396,0.260471,0.286235,0.404581,0.403931,0.402849,0.401335,0.399391,0.39702,0.394223,0.391005,0.387368,0.383315,0.378853,0.373985,0.264523,0.373892,0.373291,0.372291,0.370892,0.369096,0.366904,0.36432,0.361345,0.357984,0.354239,0.350115,0.345616,0.218289,0.308542,0.308046,0.307221,0.306066,0.304584,0.302776,0.300643,0.298188,0.295415,0.292324,0.288921,0.285208,-0.454977,-0.738088,0.42109,-0.455829,-0.743814,0.434982,2.03587,1631
A,0.095,0.29,0.56,0.055,0,0,0,0,0,0,0.005,0.57,0.42,0.005,0,0,0,0,0,0,0,0.545,0.445,0.01,0,0,0,0,0,0,0.0447395,-0.0770564,0.0991544,42.8889,44.5238,50.2703,1.34477,0.838516,0.946949,0.116321,0.0748583,0.0807437,0.341059,0.273602,0.284154,0.286836,0.405431,0.404779,0.403694,0.402177,0.40023,0.397853,0.395051,0.391826,0.388181,0.38412,0.379648,0.37477,0.264265,0.373527,0.372927,0.371928,0.37053,0.368736,0.366546,0.363964,0.360993,0.357635,0.353894,0.349774,0.345279,0.246533,0.348464,0.347904,0.346972,0.345668,0.343994,0.341952,0.339543,0.336771,0.333638,0.330148,0.326305,0.322112,-0.429032,-0.82413,0.352887,-0.428346,-0.829899,0.361472,2.02681,1631
A,0.075,0.325,0.585,0.015,0,0,0,0,0,0,0.005,0.59,0.395,0.01,0,0,0,0,0,0,0.03,0.525,0.43,0.015,0,0,0,0,0,0,-0.0152591,-0.113922,0.0260315,41.3333,40.2083,48,1.13763,0.847407,1.07536,0.0984606,0.0748491,0.0933095,0.313784,0.273586,0.305466,0.263064,0.371829,0.371232,0.370237,0.368845,0.367059,0.36488,0.36231,0.359352,0.356009,0.352285,0.348183,0.343709,0.263197,0.372018,0.37142,0.370425,0.369033,0.367246,0.365065,0.362494,0.359534,0.35619,0.352464,0.34836,0.343884,0.260551,0.368277,0.367685,0.3667,0.365322,0.363553,0.361394,0.358849,0.355919,0.352608,0.348919,0.344857,0.340426,-0.604931,-0.754601,0.444825,-0.60964,-0.754577,0.449604,1.95764,1631
A,0.065,0.35,0.57,0.015,0,0,0,0,0,0,0.015,0.625,0.355,0.005,0,0,0,0,0,0,0.025,0.535,0.405,0.035,0,0,0,0,0,0,-0.0113467,-0.0900906,0.0613221,46,41.0638,50.2564,1.132,0.864508,1.04647,0.0987462,0.0780969,0.0919884,0.314239,0.279458,0.303296,0.256426,0.362446,0.361864,0.360894,0.359538,0.357797,0.355673,0.353167,0.350284,0.347025,0.343395,0.339398,0.335036,0.274695,0.38827,0.387646,0.386607,0.385154,0.383289,0.381013,0.37833,0.375241,0.37175,0.367861,0.363579,0.358907,0.257807,0.364399,0.363813,0.362838,0.361475,0.359724,0.357588,0.35507,0.352171,0.348895,0.345245,0.341226,0.336841,-0.538854,-0.81425,0.352622,-0.541325,-0.814798,0.358031,1.93375,1631
A,0.07,0.32,0.575,0.035,0,0,0,0,0,0,0.01,0.63,0.34,0.02,0,0,0,0,0,0,0.01,0.52,0.43,0.04,0,0,0,0,0,0,0.0399149,-0.12816,0.0629007,46.8293,44.3182,50.2632,1.09929,0.820762,1.00505,0.0982372,0.074649,0.0885386,0.313428,0.27322,0.297554,0.258148,0.364881,0.364295,0.363318,0.361953,0.3602,0.358061,0.355539,0.352637,0.349356,0.345702,0.341677,0.337287,0.254417,0.359607,0.359029,0.358067,0.356722,0.354994,0.352886,0.350401,0.34754,0.344307,0.340705,0.336739,0.332412,0.258184,0.364931,0.364345,0.363369,0.362003,0.36025,0.358111,0.355589,0.352685,0.349405,0.34575,0.341724,0.337333,-0.550283,-0.792134,0.40421,-0.551064,-0.794903,0.41379,1.88487,1631
A,0.075,0.34,0.55,0.035,0,0,0,0,0,0,0.02,0.6,0.37,0.01,0,0,0,0,0,0,0.02,0.535,0.405,0.04,0,0,0,0,0,0,0.0113574,-0.132982,0.0858219,43.5714,41.7391,51.0526,1.17725,0.900857,1.08095,0.104085,0.0820384,0.0945872,0.322622,0.286423,0.30755,0.263518,0.372472,0.371873,0.370877,0.369483,0.367693,0.36551,0.362936,0.359973,0.356624,0.352893,0.348785,0.344303,0.272791,0.385578,0.384959,0.383927,0.382484,0.380632,0.378372,0.375707,0.372639,0.369173,0.365311,0.361058,0.356419,0.260171,0.367741,0.36715,0.366166,0.36479,0.363023,0.360868,0.358326,0.3554,0.352094,0.348411,0.344355,0.33993,-0.576494,-0.803618,0.452191,-0.579401,-0.805789,0.463442,2.02177,1631
A,0.07,0.335,0.57,0.025,0,0,0,0,0,0,0.03,0.585,0.34,0.045,0,0,0,0,0,0,0.015,0.53,0.405,0.05,0,0,0,0,0,0,-0.035452,-0.0697071,0.0990913,41.7021,41.4894,51.9444,1.19532,1.08022,1.07439,0.104064,0.0959727,0.0942079,0.32259,0.309795,0.306933,0.264345,0.37364,0.37304,0.37204,0.370642,0.368847,0.366657,0.364075,0.361102,0.357743,0.354001,0.349879,0.345383,0.296493,0.419081,0.418407,0.417286,0.415718,0.413705,0.411248,0.408352,0.405018,0.40125,0.397053,0.39243,0.387387,0.247358,0.34963,0.349068,0.348133,0.346824,0.345145,0.343096,0.340679,0.337897,0.334754,0.331252,0.327396,0.323189,-0.551381,-0.830781,0.413142,-0.553505,-0.831526,0.418649,2.113,1631
A,0.06,0.33,0.575,0.035,0,0,0,0,0,0,0,0.645,0.335,0.02,0,0,0,0,0,0,0.015,0.555,0.38,0.05,0,0,0,0,0,0,0.0740864,-0.0562594,0.0498946,42.8889,43.1111,55.1429,1.05789,0.864846,1.02793,0.0957926,0.0779983,0.091889,0.309504,0.279282,0.303132,0.258969,0.366042,0.365454,0.364475,0.363105,0.361346,0.359201,0.356671,0.353759,0.350468,0.346802,0.342764,0.33836,0.266743,0.37703,0.376424,0.375415,0.374004,0.372193,0.369983,0.367377,0.364378,0.360988,0.357212,0.353053,0.348516,0.255439,0.361052,0.360472,0.359506,0.358155,0.35642,0.354304,0.351808,0.348936,0.34569,0.342074,0.338091,0.333747,-0.552852,-0.778316,0.368548,-0.551608,-0.782153,0.371257,1.90709,1631
A,0.075,0.33,0.565,0.03,0,0,0,0,0,0,0.01,0.62,0.34,0.03,0,0,0,0,0,0,0.015,0.52,0.435,0.03,0,0,0,0,0,0,-0.00879822,-0.0613851,0.100521,44.186,42.1739,50.5263,1.16889,1.01191,1.07238,0.101024,0.088841,0.0916758,0.317842,0.298062,0.30278,0.254968,0.360387,0.359808,0.358843,0.357495,0.355764,0.353651,0.35116,0.348293,0.345053,0.341444,0.337469,0.333132,0.285852,0.404039,0.40339,0.402309,0.400797,0.398856,0.396488,0.393695,0.390481,0.386849,0.382802,0.378345,0.373484,0.253303,0.358032,0.357457,0.356499,0.355159,0.353439,0.351341,0.348866,0.346018,0.342799,0.339213,0.335264,0.330956,-0.526424,-0.829366,0.387511,-0.527362,-0.831393,0.392925,2.04829,1631
A,0.07,0.34,0.575,0.015,0,0,0,0,0,0,0.02,0.595,0.35,0.03,0.005,0,0,0,0,0,0.03,0.51,0.405,0.055,0,0,0,0,0,0,-0.0269198,-0.0316402,0.116187,47.9487,41.9565,55.7576,1.16744,0.987725,1.10015,0.100759,0.0909961,0.0967706,0.317425,0.301656,0.31108,0.264325,0.373612,0.373011,0.372012,0.370614,0.368819,0.366629,0.364047,0.361074,0.357716,0.353974,0.349853,0.345357,0.291145,0.41152,0.410859,0.409758,0.408218,0.406241,0.403829,0.400985,0.397711,0.394011,0.38989,0.385351,0.380399,0.26385,0.37294,0.372341,0.371343,0.369948,0.368156,0.36597,0.363392,0.360426,0.357073,0.353338,0.349224,0.344736,-0.580129,-0.771227,0.343808,-0.580873,-0.772536,0.347237,2.06226,1631
