"ACTIVITY","X0","X1","X2","X3","X4","X5","X6","X7","X8","X9","Y0","Y1","Y2","Y3","Y4","Y5","Y6","Y7","Y8","Y9","Z0","Z1","Z2","Z3","Z4","Z5","Z6","Z7","Z8","Z9","XAVG","YAVG","ZAVG","XPEAK","YPEAK","ZPEAK","XABSOLDEV","YABSOLDEV","ZABSOLDEV","XSTANDDEV","YSTANDDEV","ZSTANDDEV","XVAR","YVAR","ZVAR","XMFCC0","XMFCC1","XMFCC2","XMFCC3","XMFCC4","XMFCC5","XMFCC6","XMFCC7","XMFCC8","XMFCC9","XMFCC10","XMFCC11","XMFCC12","YMFCC0","YMFCC1","YMFCC2","YMFCC3","YMFCC4","YMFCC5","YMFCC6","YMFCC7","YMFCC8","YMFCC9","YMFCC10","YMFCC11","YMFCC12","ZMFCC0","ZMFCC1","ZMFCC2","ZMFCC3","ZMFCC4","ZMFCC5","ZMFCC6","ZMFCC7","ZMFCC8","ZMFCC9","ZMFCC10","ZMFCC11","ZMFCC12","XYCOS","XZCOS","YZCOS","XYCOR","XZCOR","YZCOR","RESULTANT","class"
A,0.015,0.325,0.63,0.03,0,0,0,0,0,0,0.065,0.58,0.32,0.025,0.005,0.005,0,0,0,0,0.045,0.475,0.475,0.005,0,0,0,0,0,0,0.216893,-0.320586,-0.247828,41.5217,44.7727,46.3415,0.710483,1.01162,0.738457,0.0710751,0.106484,0.0800944,0.266599,0.326319,0.28301,0.26304,0.371796,0.371198,0.370204,0.368812,0.367026,0.364847,0.362277,0.359319,0.355977,0.352253,0.348152,0.343678,0.321693,0.454699,0.453968,0.452752,0.45105,0.448866,0.446201,0.443058,0.43944,0.435353,0.430798,0.425783,0.420312,0.27149,0.38374,0.383123,0.382097,0.380661,0.378817,0.376568,0.373915,0.370863,0.367413,0.363569,0.359337,0.354719,0.137963,0.111374,0.0713861,0.190237,0.163844,0.0281346,1.68554,1646
A,0,0.5,0.5,0,0,0,0,0,0,0,0.01,0.555,0.405,0.03,0,0,0,0,0,0,0,0.465,0.535,0,0,0,0,0,0,0,-0.00246076,-0.00716923,0.00116114,37.3077,39.5833,47.5,0.428325,0.873,0.264723,0.0376627,0.0805276,0.0244158,0.194069,0.283774,0.156255,0.161217,0.227874,0.227508,0.226898,0.226045,0.224951,0.223615,0.22204,0.220227,0.218178,0.215896,0.213383,0.210641,0.264008,0.373163,0.372564,0.371565,0.370169,0.368376,0.366189,0.36361,0.360641,0.357286,0.353549,0.349433,0.344942,0.0930709,0.131552,0.13134,0.130988,0.130496,0.129864,0.129093,0.128184,0.127137,0.125955,0.124637,0.123186,0.121603,-0.14431,0.0797093,0.566315,-0.144344,0.0797262,0.566351,1.11081,1646
A,0.01,0.475,0.5,0.015,0,0,0,0,0,0,0.025,0.505,0.44,0.03,0,0,0,0,0,0,0.01,0.53,0.46,0,0,0,0,0,0,0,-0.0113877,-0.0145249,-0.109413,42.2727,42.1739,39.5833,0.766785,1.01681,0.540935,0.0695476,0.0932501,0.0535265,0.263719,0.305369,0.231358,0.252027,0.356229,0.355656,0.354703,0.35337,0.351659,0.349571,0.347109,0.344275,0.341072,0.337504,0.333575,0.329289,0.302866,0.428088,0.4274,0.426255,0.424653,0.422596,0.420087,0.417128,0.413722,0.409874,0.405586,0.400864,0.395713,0.220778,0.31206,0.311559,0.310724,0.309556,0.308057,0.306228,0.304071,0.301588,0.298783,0.295657,0.292215,0.28846,0.0269664,-0.121724,0.108159,0.0268424,-0.124671,0.107698,1.5659,1646
A,0,0.48,0.52,0,0,0,0,0,0,0,0.005,0.485,0.505,0.005,0,0,0,0,0,0,0,0.425,0.575,0,0,0,0,0,0,0,0.0249325,0.0223865,-0.0176408,35.6604,35.4545,41.2766,0.658948,0.840903,0.452002,0.0550445,0.0714538,0.0404647,0.234616,0.267309,0.201158,0.200986,0.284085,0.283629,0.282869,0.281806,0.280441,0.278776,0.276812,0.274552,0.271998,0.269153,0.266019,0.262601,0.256456,0.362489,0.361907,0.360937,0.359581,0.357839,0.355715,0.353209,0.350325,0.347067,0.343436,0.339438,0.335076,0.152442,0.215471,0.215125,0.214548,0.213742,0.212707,0.211444,0.209954,0.20824,0.206303,0.204145,0.201768,0.199176,0.182506,-0.33675,0.446321,0.181935,-0.336095,0.447325,1.28627,1646
A,0,0.525,0.475,0,0,0,0,0,0,0,0,0.465,0.535,0,0,0,0,0,0,0,0,0.37,0.63,0,0,0,0,0,0,0,-0.0262162,-0.00189085,0.0150682,36.9231,35.6604,39.7917,0.618185,0.810548,0.391528,0.0512261,0.06716,0.0349293,0.226332,0.259152,0.186894,0.180194,0.254696,0.254287,0.253606,0.252652,0.251429,0.249936,0.248176,0.246149,0.24386,0.241309,0.238499,0.235435,0.233424,0.329934,0.329404,0.328521,0.327287,0.325702,0.323768,0.321487,0.318862,0.315896,0.312592,0.308953,0.304983,0.126184,0.178355,0.178069,0.177591,0.176924,0.176067,0.175022,0.173789,0.17237,0.170767,0.16898,0.167013,0.164867,0.300216,-0.322754,0.302996,0.300341,-0.322012,0.303198,1.20935,1646
A,0.035,0.5,0.43,0.035,0,0,0,0,0,0,0,0.5,0.495,0.005,0,0,0,0,0,0,0,0.47,0.53,0,0,0,0,0,0,0,0.0066366,-0.00427171,0.0324639,41.3043,39,41.0638,0.988353,0.793888,0.453318,0.093825,0.0691044,0.041366,0.306309,0.262877,0.203386,0.239642,0.338723,0.338179,0.337273,0.336005,0.334378,0.332393,0.330051,0.327357,0.324312,0.320919,0.317183,0.313107,0.259289,0.366494,0.365905,0.364925,0.363553,0.361793,0.359644,0.357111,0.354196,0.350901,0.34723,0.343188,0.338778,0.159179,0.224992,0.224631,0.224029,0.223187,0.222106,0.220787,0.219232,0.217442,0.215419,0.213166,0.210684,0.207977,0.0640253,-0.681204,0.299697,0.0640486,-0.682538,0.300403,1.52707,1646
A,0,0.51,0.49,0,0,0,0,0,0,0,0,0.495,0.505,0,0,0,0,0,0,0,0,0.415,0.585,0,0,0,0,0,0,0,0.0276916,0.0123198,-0.00935835,35.4717,34.5455,38.8,0.634999,0.829213,0.390935,0.0549942,0.0698792,0.0354692,0.234509,0.264347,0.188333,0.194229,0.274534,0.274093,0.273358,0.272331,0.271012,0.269403,0.267505,0.265321,0.262853,0.260103,0.257075,0.253772,0.253534,0.35836,0.357784,0.356825,0.355484,0.353763,0.351662,0.349185,0.346334,0.343113,0.339523,0.335571,0.331259,0.141085,0.199418,0.199098,0.198564,0.197818,0.19686,0.195691,0.194313,0.192726,0.190933,0.188936,0.186737,0.184337,0.253482,-0.304989,0.36624,0.253219,-0.304571,0.366565,1.2486,1646
A,0,0.55,0.45,0,0,0,0,0,0,0,0,0.52,0.48,0,0,0,0,0,0,0,0,0.37,0.63,0,0,0,0,0,0,0,-0.0311164,0.0019441,0.00647148,41.4894,35.1852,42,0.686015,0.840843,0.53429,0.059305,0.06903,0.0486883,0.243526,0.262736,0.220654,0.19306,0.272882,0.272444,0.271713,0.270692,0.269381,0.267782,0.265896,0.263725,0.261272,0.258539,0.255529,0.252245,0.237182,0.335247,0.334708,0.333811,0.332557,0.330946,0.328981,0.326664,0.323997,0.320983,0.317625,0.313928,0.309894,0.166012,0.234651,0.234274,0.233646,0.232768,0.231641,0.230266,0.228644,0.226777,0.224667,0.222317,0.219729,0.216905,0.218576,-0.402605,0.324924,0.218801,-0.402551,0.32492,1.36575,1646
A,0,0.5,0.5,0,0,0,0,0,0,0,0,0.49,0.51,0,0,0,0,0,0,0,0,0.415,0.585,0,0,0,0,0,0,0,0.0346797,0.0168791,-0.0189191,42.4444,35.6604,38.1633,0.729233,0.837828,0.556387,0.0634471,0.0690988,0.0514777,0.251887,0.262866,0.226887,0.208044,0.294061,0.293588,0.292802,0.291701,0.290288,0.288565,0.286532,0.284193,0.281549,0.278604,0.275361,0.271822,0.237731,0.336023,0.335483,0.334584,0.333327,0.331712,0.329743,0.32742,0.324747,0.321726,0.318361,0.314654,0.310611,0.179895,0.254274,0.253865,0.253185,0.252234,0.251012,0.249522,0.247764,0.245741,0.243455,0.240909,0.238104,0.235044,0.301426,-0.316051,0.379931,0.301029,-0.31539,0.380565,1.40337,1646
A,0,0.52,0.48,0,0,0,0,0,0,0,0,0.455,0.545,0,0,0,0,0,0,0,0,0.37,0.63,0,0,0,0,0,0,0,-0.0410233,0.0127352,0.00614125,39.1837,36.6038,40.8511,0.695894,0.762015,0.507869,0.0597607,0.0646632,0.0453102,0.24446,0.25429,0.212862,0.200216,0.282996,0.282542,0.281785,0.280726,0.279366,0.277707,0.275751,0.2735,0.270956,0.268121,0.265,0.261595,0.228746,0.323323,0.322803,0.321938,0.320729,0.319175,0.31728,0.315045,0.312473,0.309566,0.306328,0.302762,0.298871,0.160627,0.227039,0.226674,0.226067,0.225217,0.224127,0.222796,0.221227,0.21942,0.217379,0.215105,0.212601,0.209869,0.3248,-0.384325,0.258983,0.32589,-0.38433,0.258886,1.30709,1646
