id,activity,time,X,Y,Z
1612,A,3952037985437,-0.29437256,-3.5923615,-5.1115875
1612,A,3952088339441,-0.66947937,-3.8161774,-3.0683746
1612,A,3952138693445,-1.6474457,-7.1747437,-0.7458496
1612,A,3952189047449,-1.035202,-8.676651,-1.436615
1612,A,3952239401453,-4.466385,-10.166992,3.5585785
1612,A,3952289755457,-8.253403,-12.32341,4.1097717
1612,A,3952340109460,-10.359467,-11.830231,1.2303314
1612,A,3952390463464,-6.536072,-10.752457,0.7657471
1612,A,3952440817468,-1.6726532,-11.994949,-0.240448
1612,A,3952491171472,-5.463928,-8.494675,-4.511902
1612,A,3952541525476,-2.6759033,-5.742752,6.0155487
1612,A,3952591879480,-1.7267151,-3.9689026,4.947464
1612,A,3952642233484,-2.6335602,-6.2259216,1.5671082
1612,A,3952692587488,-2.175827,-8.577209,3.5399323
1612,A,3952742941492,-2.009964,-7.6824036,7.395355
1612,A,3952793295496,0.11816406,-9.286423,6.5346985
1612,A,3952843649500,-3.426651,-12.54921,4.620331
1612,A,3952894003503,0.23260498,-9.060654,-2.3910217
1612,A,3952944357507,-2.750412,-7.297714,-1.2399902
1612,A,3952994711511,-2.8700562,-10.886368,-0.24047852
1612,A,3953045065515,-1.4347076,-7.802368,-0.7974243
1612,A,3953095419519,-1.5606384,-9.30809,-0.4592743
1612,A,3953145773523,-1.8126831,-7.7704163,0.56987
1612,A,3953196127527,-0.3261261,-10.199509,0.0116119385
1612,A,3953246481531,-1.5504608,-10.080078,-5.277832
1612,A,3953296835535,1.0993042,-10.547485,-1.5417938
1612,A,3953347189539,1.0345154,-8.148453,-5.6337585
1612,A,3953397543542,-4.5776367E-5,-12.507706,-6.607788
1612,A,3953447897546,-6.6221466,-13.00386,-10.460144
1612,A,3953498251550,-2.298111,-10.496384,2.9547577
1612,A,3953548605554,6.4042206,-11.972397,-3.1904907
1612,A,3953598959558,-0.34231567,-10.858902,-1.4402161
1612,A,3953649313562,-0.8413391,-9.1577,-0.22549438
1612,A,3953699667566,1.4446869,-5.7257996,-1.452179
1612,A,3953750021570,-0.62190247,-4.900345,-3.25943
1612,A,3953800375574,-3.4804993,-6.1656036,-0.44882202
1612,A,3953850729578,-7.119751,-10.48645,2.0373535
1612,A,3953901083582,-7.256653,-12.476349,7.6814423
1612,A,3953951437585,-5.313492,-12.516556,-2.1017761
1612,A,3954001791589,4.939682,-12.021866,0.7221222
1612,A,3954052145593,0.66612244,-9.960403,-2.0366364
1612,A,3954102499597,-4.8359985,-8.748886,-5.9158936
1612,A,3954152853601,1.723175,-10.688324,-5.6822815
1612,A,3954203207605,1.1721954,-10.783691,-3.062729
1612,A,3954253561609,-3.9818573,-9.392578,4.1243134
1612,A,3954303915613,-3.2182007,-8.93454,0.35630798
1612,A,3954354269617,-1.4033813,-9.827499,-4.595703
1612,A,3954404623621,0.12896729,-7.7359314,-4.388504
1612,A,3954454977625,-2.1282806,-7.8605347,-4.018921
1612,A,3954505331628,1.0499573,-9.381424,-5.8154755
1612,A,3954555685632,0.066085815,-12.908661,-2.505722
1612,A,3954606039636,3.0291138,-10.576019,-6.269455
1612,A,3954656393640,-3.3063507,-9.189407,7.232712
1612,A,3954706747644,4.5722656,-9.419907,-1.6038208
1612,A,3954757101648,9.773056,-9.199341,15.339737
1612,A,3954807455652,3.703598,-8.814636,-5.5065002
1612,A,3954857809656,4.2469482,-8.09082,0.85032654
1612,A,3954908163660,1.9543762,-6.376953,-3.9598541
1612,A,3954958517664,2.7919617,-7.66362,-2.2394257
1612,A,3955008871667,-1.168457,-10.289383,-4.019287
1612,A,3955059225671,-3.55484,-11.947952,3.6694489
1612,A,3955109579675,1.9098053,-13.578995,1.0930176
1612,A,3955159933679,-0.054504395,-13.798798,0.548584
1612,A,3955210287683,-4.48378,-11.828506,-9.533493
1612,A,3955260641687,-0.7334595,-7.9027405,-9.1831665
1612,A,3955310995691,2.7280273,-6.75708,-0.97631836
1612,A,3955361349695,2.1563568,-5.778534,-2.6875916
1612,A,3955411703699,2.86734,-4.717987,-2.4210052
1612,A,3955462057703,0.32447815,-7.690796,-2.3157043
1612,A,3955512411707,-3.2147522,-10.195374,-3.206421
1612,A,3955562765710,-3.5570831,-11.706238,-3.4471436
1612,A,3955613119714,1.1417389,-10.305481,-2.125702
1612,A,3955663473718,4.141281,-6.592972,0.80644226
1612,A,3955713827722,-1.7699127,-14.666992,-2.667694
1612,A,3955764181726,-0.59065247,-12.938385,-3.9206085
1612,A,3955814535730,-0.55540466,-12.024796,-0.2489624
1612,A,3955864889734,-1.9225159,-11.15036,-0.25830078
1612,A,3955915243738,-3.580536,-8.846771,-0.8192444
1612,A,3955965597742,-1.906311,-6.4342346,-0.27372742
1612,A,3956015951746,-1.0971222,-5.7666626,-0.53860474
1612,A,3956066305750,-1.1577759,-6.976715,1.3282318
1612,A,3956116659753,-0.6278229,-9.8953705,2.8150482
1612,A,3956167013757,-1.7974548,-10.904236,-2.2292328
1612,A,3956217367761,-5.077591,-13.00412,-1.5066833
1612,A,3956267721765,-7.072937,-12.619385,0.26760864
1612,A,3956318075769,0.35014343,-6.348816,-3.1193237
1612,A,3956368429773,-0.34962463,-9.559418,-6.953293
1612,A,3956418783777,-1.0606079,-10.219406,-7.410263
1612,A,3956469137781,-3.246582,-10.030991,-2.9792786
1612,A,3956519491785,-4.4851227,-9.16861,-1.5544739
1612,A,3956569845789,-3.101654,-7.9069214,-2.1665192
1612,A,3956620199792,-3.461319,-8.484772,-4.2302094
1612,A,3956670553796,-4.2703857,-8.161789,-3.1879425
1612,A,3956720907800,-4.8677063,-8.248123,-1.6233978
1612,A,3956771261804,-6.2908325,-9.22821,-3.706253
1612,A,3956821615808,-8.848923,-12.665756,-3.216034
1612,A,3956871969812,-6.9098206,-14.826447,0.39860535
1612,A,3956922323816,-2.5896606,-12.7881775,0.40463257
1612,A,3956972677820,1.7177734,-9.168655,-4.3320313
1612,A,3957023031824,-0.71754456,-9.553497,-4.7586517
1612,A,3957073385828,-5.0758057,-6.4587097,-2.8976288
1612,A,3957123739832,-4.753891,-4.3810577,-1.0527344
1612,A,3957174093835,-3.2148132,-5.6260376,-0.1703186
1612,A,3957224447839,-3.828827,-6.7502594,0.7010498
1612,A,3957274801843,-8.202621,-6.6197205,0.51631165
1612,A,3957325155847,-9.06604,-7.0059814,-2.1382446
1612,A,3957375509851,-10.766739,-12.40802,-1.8491516
1612,A,3957425863855,-3.9459076,-13.168411,-0.045074463
1612,A,3957476217859,0.8835144,-7.370285,-2.3241577
1612,A,3957526571863,-0.08003235,-9.018951,-1.8811798
1612,A,3957576925867,-2.3389587,-10.93898,-5.694626
1612,A,3957627279871,-1.4062042,-6.9096985,-4.557907
1612,A,3957677633875,-3.678131,-8.472015,0.017745972
1612,A,3957727987878,-4.815338,-11.297974,1.8920746
1612,A,3957778341882,-3.661911,-8.053436,-0.5971985
1612,A,3957828695886,-5.4403687,-8.743439,-2.2795868
1612,A,3957879049890,-6.827484,-9.450714,-0.899353
1612,A,3957929403894,-8.912796,-10.977814,-2.2996979
1612,A,3957979757898,-7.6942596,-13.197571,0.0897522
1612,A,3958030111902,-3.1017609,-17.49591,2.5702972
1612,A,3958080465906,-0.123916626,-14.261322,-6.588089
1612,A,3958130819910,-1.2257843,-10.154358,-4.522232
1612,A,3958181173914,-1.6295929,-6.7815857,2.110855
1612,A,3958231527917,0.9371033,-6.2949524,-2.536148
1612,A,3958281881921,1.3676605,-5.8276825,-2.3806305
1612,A,3958332235925,-7.4174957,-12.98317,16.337692
1612,A,3958382589929,-15.281006,-13.829239,1.1923218
1612,A,3958432943933,-9.650757,-15.270676,1.9208679
1612,A,3958483297937,-0.8934326,-7.005356,-0.22035217
1612,A,3958533651941,1.8903351,-4.998001,-3.9142303
1612,A,3958584005945,-0.63772583,-10.780106,-3.1768036
1612,A,3958634359949,-0.7814331,-8.449402,-4.094467
1612,A,3958684713953,-1.184967,-7.7545166,-3.1184387
1612,A,3958735067957,-4.8274994,-10.417847,-3.201889
1612,A,3958785421960,-5.801712,-11.26387,0.90815735
1612,A,3958835775964,-4.453476,-8.104477,1.6245728
1612,A,3958886129968,-4.447876,-9.45694,-0.7161102
1612,A,3958936483972,-5.7566223,-10.581024,-2.2565308
1612,A,3958986837976,-6.7927704,-12.196106,-2.3338623
1612,A,3959037191980,-5.087677,-11.249191,-1.9913483
1612,A,3959087545984,-2.1538544,-14.979858,2.629013
1612,A,3959137899988,3.0998993,-17.117401,2.1912994
1612,A,3959188253992,2.177475,-10.142975,-3.20401
1612,A,3959238607996,-2.2618713,-6.090912,-9.038269
1612,A,3959288962000,-5.2448883,-3.19693,4.2593994
1612,A,3959339316003,-1.3145294,-5.6645203,-1.6950073
1612,A,3959389670007,-1.7241974,-6.019623,-0.847641
1612,A,3959440024011,-14.626373,-10.519974,-6.6187134
1612,A,3959490378015,-11.798706,-9.207642,-1.7785187
1612,A,3959540732019,-2.3139496,-11.98555,-0.83955383
1612,A,3959591086023,-0.99632263,-11.962433,-0.14518738
1612,A,3959641440027,1.537674,-3.9650574,-0.16473389
1612,A,3959691794031,0.3590088,-8.117477,-1.0547333
1612,A,3959742148035,-1.1574402,-12.834122,-4.287079
1612,A,3959792502039,-2.1756744,-8.832657,-9.772827
1612,A,3959842856042,-4.4018555,-9.772324,-1.9873657
1612,A,3959893210046,-5.753067,-8.936111,1.8117371
1612,A,3959943564050,-6.319336,-9.360245,-0.9074249
1612,A,3959993918054,-5.3605194,-8.117737,-0.71899414
1612,A,3960044272058,-4.7838745,-10.200302,-1.0059052
