SubjectID,ActivityCode,Timestamp,X,Y,Z
1647,A,728031218061605,4.959589,1.3507787,-6.9152026
1647,A,728031267561605,3.5182793,2.3563433,-5.3086934
1647,A,728031317061605,10.358514,9.093627,-9.26152
1647,A,728031366561605,6.882133,3.55105,-5.433192
1647,A,728031416061605,7.001843,4.3794436,-8.528894
1647,A,728031465561605,5.7808,3.8407485,-5.24405
1647,A,728031515061605,3.4009635,2.495207,-5.459528
1647,A,728031564561605,4.0402155,5.662736,-5.5600843
1647,A,728031614061605,6.7719994,3.6994905,-8.059631
1647,A,728031663561605,6.602011,3.6468182,-8.069208
1647,A,728031713061605,7.550115,6.3474774,-7.5353007
1647,A,728031762561605,11.613075,7.5350018,-4.4324155
1647,A,728031812061605,9.4774475,7.7744217,-2.8259063
1647,A,728031861561605,8.816648,5.9548287,-3.7907696
1647,A,728031911061605,8.292317,5.083339,-4.1906013
1647,A,728031960561605,5.955577,2.9908068,-4.475511
1647,A,728032010061605,5.5868697,1.7410336,-3.915268
1647,A,728032059561605,5.6658783,1.0922049,-4.1427174
1647,A,728032109061605,6.254852,-0.11686697,-6.752397
1647,A,728032158679925,8.194156,-0.33952773,-5.5600843
1647,A,728032208298245,9.137471,0.42182842,-8.30384
1647,A,728032257916565,10.748769,6.515072,-5.555296
1647,A,728032307534885,8.325836,3.9724295,-9.077167
1647,A,728032357153205,8.632295,2.7298388,-6.019771
1647,A,728032406771525,6.791153,3.788076,-4.8801312
1647,A,728032456389845,3.7840357,1.6428713,-4.535366
1647,A,728032506008165,3.3051953,0.47210664,-3.2712276
1647,A,728032555626485,5.2780175,2.5239375,-5.375731
1647,A,728032605244805,6.645107,0.66843116,-6.7835217
1647,A,728032654863125,7.016208,2.0139725,-9.072378
1647,A,728032704481445,11.004948,4.7457566,-3.7764044
1647,A,728032754099765,11.797429,-0.03067571,0.027982233
1647,A,728032803718085,9.173384,-4.8047137,-5.291934
1647,A,728032853336405,10.681731,-1.6898575,-11.519253
1647,A,728032902954725,7.0928226,-0.50712186,-8.658181
1647,A,728032952573045,7.7344685,-1.0386347,-6.728455
1647,A,728033002191365,5.7185507,-7.218069,3.3128269
1647,A,728033051809685,5.222951,-3.892523,0.044741645
1647,A,728033101428005,3.5613751,-6.6769795,-0.07975684
1647,A,728033151046325,4.059369,-9.456648,-0.4149451
1647,A,728033200731735,8.146272,-13.773394,-3.2496798
1647,A,728033250417145,11.783064,-14.632912,-2.5457847
1647,A,728033300102555,10.964247,-7.9075994,0.14529811
1647,A,728033349787965,6.2524576,-8.099135,2.0965724
