"ACTIVITY","X0","X1","X2","X3","X4","X5","X6","X7","X8","X9","Y0","Y1","Y2","Y3","Y4","Y5","Y6","Y7","Y8","Y9","Z0","Z1","Z2","Z3","Z4","Z5","Z6","Z7","Z8","Z9","XAVG","YAVG","ZAVG","XPEAK","YPEAK","ZPEAK","XABSOLDEV","YABSOLDEV","ZABSOLDEV","XSTANDDEV","YSTANDDEV","ZSTANDDEV","XVAR","YVAR","ZVAR","XMFCC0","XMFCC1","XMFCC2","XMFCC3","XMFCC4","XMFCC5","XMFCC6","XMFCC7","XMFCC8","XMFCC9","XMFCC10","XMFCC11","XMFCC12","YMFCC0","YMFCC1","YMFCC2","YMFCC3","YMFCC4","YMFCC5","YMFCC6","YMFCC7","YMFCC8","YMFCC9","YMFCC10","YMFCC11","YMFCC12","ZMFCC0","ZMFCC1","ZMFCC2","ZMFCC3","ZMFCC4","ZMFCC5","ZMFCC6","ZMFCC7","ZMFCC8","ZMFCC9","ZMFCC10","ZMFCC11","ZMFCC12","XYCOS","XZCOS","YZCOS","XYCOR","XZCOR","YZCOR","RESULTANT","class"
A,0.095,0.38,0.505,0.02,0,0,0,0,0,0,0,0.485,0.485,0.03,0,0,0,0,0,0,0.01,0.48,0.4,0.105,0.005,0,0,0,0,0,-0.106906,0.0108115,0.0779173,73.0769,93.6842,95.7895,1.22404,1.01519,1.45052,0.119489,0.0862324,0.123147,0.345671,0.293654,0.350923,0.297596,0.420639,0.419963,0.418838,0.417264,0.415243,0.412777,0.40987,0.406524,0.402742,0.398529,0.393889,0.388828,0.212406,0.300227,0.299744,0.298941,0.297818,0.296375,0.294616,0.292541,0.290152,0.287453,0.284446,0.281135,0.277522,0.257162,0.363487,0.362904,0.361931,0.360571,0.358825,0.356694,0.354182,0.35129,0.348022,0.344382,0.340372,0.335999,-0.237022,-0.433605,0.915957,-0.236944,-0.432076,0.916513,2.39657,1601
A,0.09,0.36,0.51,0.04,0,0,0,0,0,0,0,0.49,0.475,0.035,0,0,0,0,0,0,0.095,0.385,0.42,0.095,0.005,0,0,0,0,0,0.00203492,-0.0105157,0.0118377,64.6667,82.7273,95.7895,1.31552,1.11096,1.62528,0.123296,0.0951966,0.134759,0.351135,0.308539,0.367095,0.282753,0.399659,0.399017,0.397948,0.396452,0.394532,0.39219,0.389427,0.386248,0.382655,0.378652,0.374244,0.369434,0.209836,0.296594,0.296118,0.295324,0.294214,0.292789,0.291051,0.289001,0.286641,0.283975,0.281004,0.277733,0.274164,0.263682,0.372703,0.372105,0.371107,0.369713,0.367922,0.365738,0.363162,0.360197,0.356846,0.353113,0.349002,0.344518,-0.100601,-0.116337,0.960587,-0.100595,-0.116347,0.960683,2.63362,1601
A,0.05,0.44,0.465,0.03,0.01,0.005,0,0,0,0,0,0.49,0.505,0.005,0,0,0,0,0,0,0.015,0.47,0.48,0.035,0,0,0,0,0,0,0.0201421,-0.0874702,-0.0175209,62.3333,84.7619,87.8947,1.18964,0.831636,1.07335,0.1164,0.0695781,0.0922133,0.341174,0.263777,0.303666,0.306958,0.433872,0.433175,0.432014,0.430391,0.428306,0.425763,0.422764,0.419313,0.415412,0.411067,0.406281,0.40106,0.206075,0.291279,0.290811,0.290031,0.288941,0.287542,0.285835,0.283822,0.281504,0.278886,0.275968,0.272755,0.269251,0.227781,0.321958,0.321441,0.320579,0.319375,0.317828,0.315941,0.313715,0.311154,0.30826,0.305035,0.301484,0.29761,0.0149957,0.125376,0.73229,0.0161437,0.125561,0.73405,2.01819,1601
A,0.09,0.44,0.405,0.065,0,0,0,0,0,0,0,0.495,0.445,0.06,0,0,0,0,0,0,0.16,0.355,0.325,0.16,0,0,0,0,0,0,-0.0380893,0.0570133,0.00946684,72.2222,89.5238,90.5,1.24642,0.986804,1.93176,0.122324,0.0892333,0.159811,0.349748,0.298719,0.399764,0.284887,0.402675,0.402028,0.400951,0.399444,0.39751,0.39515,0.392366,0.389163,0.385543,0.38151,0.377068,0.372223,0.201788,0.285219,0.28476,0.283997,0.28293,0.28156,0.279888,0.277917,0.275648,0.273083,0.270227,0.267081,0.263649,0.27529,0.38911,0.388485,0.387444,0.385988,0.384119,0.381838,0.379148,0.376053,0.372555,0.368658,0.364366,0.359683,-0.184709,-0.189978,0.926732,-0.183948,-0.189934,0.927496,2.78928,1601
A,0.07,0.38,0.535,0.015,0,0,0,0,0,0,0,0.475,0.52,0.005,0,0,0,0,0,0,0.04,0.47,0.385,0.105,0,0,0,0,0,0,-0.0214946,-0.0126705,0.0407167,68.2143,80,106.667,1.02404,0.824943,1.42483,0.096037,0.0712443,0.118797,0.309898,0.266916,0.34467,0.265611,0.37543,0.374827,0.373822,0.372417,0.370614,0.368413,0.365818,0.362832,0.359457,0.355696,0.351555,0.347038,0.196714,0.278047,0.277601,0.276857,0.275816,0.27448,0.272851,0.270929,0.268717,0.266217,0.263432,0.260365,0.25702,0.242843,0.343248,0.342697,0.341779,0.340494,0.338845,0.336833,0.334461,0.33173,0.328644,0.325206,0.32142,0.31729,-0.123869,-0.234282,0.761902,-0.124094,-0.233997,0.762491,2.16045,1601
A,0.075,0.355,0.525,0.045,0,0,0,0,0,0,0,0.565,0.41,0.025,0,0,0,0,0,0,0.155,0.345,0.355,0.145,0,0,0,0,0,0,0.00264283,-0.0848771,0.0118922,64.6667,77.6,107.222,1.24172,0.784767,1.82911,0.114481,0.0733395,0.152142,0.33835,0.270813,0.390054,0.292385,0.413273,0.412609,0.411503,0.409957,0.407971,0.405549,0.402693,0.399405,0.395689,0.39155,0.386992,0.382019,0.1996,0.282125,0.281672,0.280917,0.279861,0.278506,0.276853,0.274902,0.272658,0.270122,0.267296,0.264184,0.260789,0.277462,0.392181,0.39155,0.390501,0.389034,0.38715,0.384851,0.38214,0.37902,0.375494,0.371566,0.367241,0.362522,-0.141253,-0.207436,0.824521,-0.141592,-0.207449,0.827742,2.60168,1601
A,0.07,0.42,0.475,0.035,0,0,0,0,0,0,0.01,0.525,0.435,0.03,0,0,0,0,0,0,0.09,0.425,0.365,0.115,0.005,0,0,0,0,0,-0.0198364,-0.107772,-0.0309941,67.037,107.222,100,1.10654,0.980966,1.69775,0.104304,0.0848164,0.142573,0.322961,0.291233,0.377588,0.275886,0.389952,0.389326,0.388282,0.386823,0.38495,0.382664,0.379969,0.376867,0.373361,0.369455,0.365154,0.360462,0.209659,0.296344,0.295868,0.295075,0.293966,0.292542,0.290806,0.288757,0.2864,0.283735,0.280767,0.277499,0.273933,0.268516,0.379535,0.378925,0.37791,0.37649,0.374666,0.372442,0.369818,0.366799,0.363387,0.359586,0.355399,0.350832,-0.209688,-0.143574,0.784558,-0.21176,-0.14381,0.786431,2.47219,1601
A,0.07,0.37,0.49,0.07,0,0,0,0,0,0,0,0.465,0.475,0.06,0,0,0,0,0,0,0.235,0.27,0.33,0.165,0,0,0,0,0,0,0.0954426,0.0994494,-0.016825,73.0769,91.1765,101.765,1.30551,1.08566,2.10598,0.119303,0.0935612,0.171076,0.345403,0.305878,0.413613,0.284182,0.401679,0.401034,0.399959,0.398456,0.396527,0.394172,0.391396,0.3882,0.384589,0.380566,0.376135,0.371302,0.210232,0.297154,0.296676,0.295881,0.294769,0.293342,0.2916,0.289546,0.287182,0.284511,0.281535,0.278257,0.274681,0.274134,0.387476,0.386854,0.385817,0.384367,0.382506,0.380235,0.377556,0.374474,0.37099,0.36711,0.362836,0.358173,-0.206252,-0.286536,0.841824,-0.211416,-0.286608,0.844741,2.93042,1601
A,0.045,0.47,0.45,0.03,0.005,0,0,0,0,0,0,0.495,0.465,0.04,0,0,0,0,0,0,0.06,0.46,0.395,0.085,0,0,0,0,0,0,0.014096,-0.0262909,-0.0606704,60,97.8947,93,1.03927,1.03785,1.33299,0.099698,0.0891966,0.115894,0.31575,0.298658,0.340432,0.277633,0.392422,0.391792,0.390742,0.389273,0.387388,0.385088,0.382375,0.379254,0.375726,0.371795,0.367467,0.362745,0.223575,0.316014,0.315506,0.314661,0.313478,0.31196,0.310108,0.307924,0.30541,0.302569,0.299404,0.295918,0.292115,0.264935,0.374474,0.373873,0.372871,0.371469,0.36967,0.367475,0.364887,0.361908,0.358541,0.354791,0.35066,0.346154,-0.337207,-0.384954,0.875861,-0.337088,-0.384867,0.87588,2.18056,1601
A,0.06,0.445,0.435,0.045,0.01,0.005,0,0,0,0,0.015,0.47,0.49,0.025,0,0,0,0,0,0,0.06,0.45,0.41,0.08,0,0,0,0,0,0,0.0606335,-0.00856932,-0.0152783,62.3333,111.875,102.778,1.21623,1.06939,1.62628,0.12226,0.0907246,0.132321,0.349657,0.301205,0.363759,0.300378,0.424572,0.423889,0.422753,0.421165,0.419125,0.416637,0.413702,0.410324,0.406507,0.402255,0.397572,0.392463,0.205627,0.290644,0.290177,0.2894,0.288312,0.286916,0.285212,0.283203,0.280891,0.278278,0.275367,0.272161,0.268664,0.239791,0.338934,0.33839,0.337483,0.336215,0.334587,0.3326,0.330257,0.327561,0.324514,0.321119,0.317381,0.313302,-0.250947,-0.183082,0.780562,-0.250872,-0.182914,0.780551,2.52474,1601
A,0.07,0.415,0.48,0.035,0,0,0,0,0,0,0,0.51,0.475,0.015,0,0,0,0,0,0,0.01,0.455,0.495,0.04,0,0,0,0,0,0,0.0106007,-0.00835092,0.0451506,71.9231,88.5714,94.7368,1.17161,0.812583,1.21778,0.106053,0.0706353,0.100926,0.325658,0.265773,0.317688,0.269528,0.380967,0.380355,0.379335,0.37791,0.37608,0.373847,0.371213,0.368183,0.364758,0.360942,0.35674,0.352156,0.179553,0.253791,0.253383,0.252704,0.251755,0.250535,0.249048,0.247294,0.245275,0.242993,0.240451,0.237652,0.234598,0.231125,0.326685,0.32616,0.325286,0.324064,0.322494,0.32058,0.318321,0.315723,0.312786,0.309514,0.30591,0.301979,-0.0898055,-0.177697,0.908685,-0.0897518,-0.178014,0.909436,2.09236,1601
A,0.07,0.425,0.46,0.045,0,0,0,0,0,0,0,0.495,0.49,0.015,0,0,0,0,0,0,0.085,0.405,0.405,0.105,0,0,0,0,0,0,-0.0581772,-0.0400824,0.0654399,67.2414,103.333,107.059,1.15921,0.916612,1.66989,0.110329,0.079164,0.136685,0.332158,0.281361,0.369709,0.285597,0.403678,0.40303,0.40195,0.400439,0.3985,0.396134,0.393344,0.390132,0.386503,0.38246,0.378007,0.37315,0.195952,0.276969,0.276524,0.275783,0.274747,0.273416,0.271793,0.269878,0.267675,0.265185,0.262411,0.259356,0.256023,0.247934,0.350444,0.349881,0.348944,0.347632,0.345949,0.343895,0.341473,0.338685,0.335534,0.332024,0.328159,0.323942,-0.257836,-0.34278,0.883046,-0.259516,-0.341952,0.885331,2.47266,1601
A,0.075,0.42,0.45,0.055,0,0,0,0,0,0,0,0.495,0.475,0.03,0,0,0,0,0,0,0.1,0.39,0.37,0.14,0,0,0,0,0,0,0.0226225,-0.0159549,0.0386708,66.2069,119.375,95,1.1204,1.06175,1.79294,0.110058,0.0896398,0.144565,0.33175,0.299399,0.380217,0.286785,0.405358,0.404706,0.403622,0.402105,0.400158,0.397782,0.39498,0.391755,0.388111,0.384051,0.37958,0.374702,0.191278,0.270363,0.269928,0.269205,0.268193,0.266894,0.26531,0.263441,0.26129,0.25886,0.256152,0.25317,0.249916,0.258648,0.365588,0.365001,0.364023,0.362655,0.360898,0.358756,0.356229,0.35332,0.350034,0.346372,0.34234,0.33794,-0.271767,-0.355556,0.910621,-0.271634,-0.355932,0.911094,2.6139,1601
A,0.105,0.38,0.435,0.07,0.01,0,0,0,0,0,0.04,0.465,0.495,0,0,0,0,0,0,0,0.14,0.365,0.345,0.15,0,0,0,0,0,0,-0.0242976,-0.104491,0.10565,79.1667,107.222,120.625,1.37141,1.11515,1.81146,0.132066,0.0936766,0.148821,0.363409,0.306066,0.385773,0.297148,0.420005,0.419331,0.418207,0.416635,0.414618,0.412156,0.409253,0.405911,0.402135,0.397929,0.393296,0.388242,0.201502,0.284814,0.284357,0.283595,0.282529,0.281161,0.279491,0.277523,0.275257,0.272696,0.269844,0.266702,0.263275,0.279202,0.394639,0.394005,0.392949,0.391473,0.389577,0.387264,0.384536,0.381397,0.377849,0.373896,0.369543,0.364795,-0.54159,-0.521863,0.850717,-0.544344,-0.521912,0.858393,2.797,1601
