"ACTIVITY","X0","X1","X2","X3","X4","X5","X6","X7","X8","X9","Y0","Y1","Y2","Y3","Y4","Y5","Y6","Y7","Y8","Y9","Z0","Z1","Z2","Z3","Z4","Z5","Z6","Z7","Z8","Z9","XAVG","YAVG","ZAVG","XPEAK","YPEAK","ZPEAK","XABSOLDEV","YABSOLDEV","ZABSOLDEV","XSTANDDEV","YSTANDDEV","ZSTANDDEV","XVAR","YVAR","ZVAR","XMFCC0","XMFCC1","XMFCC2","XMFCC3","XMFCC4","XMFCC5","XMFCC6","XMFCC7","XMFCC8","XMFCC9","XMFCC10","XMFCC11","XMFCC12","YMFCC0","YMFCC1","YMFCC2","YMFCC3","YMFCC4","YMFCC5","YMFCC6","YMFCC7","YMFCC8","YMFCC9","YMFCC10","YMFCC11","YMFCC12","ZMFCC0","ZMFCC1","ZMFCC2","ZMFCC3","ZMFCC4","ZMFCC5","ZMFCC6","ZMFCC7","ZMFCC8","ZMFCC9","ZMFCC10","ZMFCC11","ZMFCC12","XYCOS","XZCOS","YZCOS","XYCOR","XZCOR","YZCOR","RESULTANT","class"
A,0.045,0.495,0.425,0.02,0.015,0,0,0,0,0,0.01,0.43,0.535,0.025,0,0,0,0,0,0,0.02,0.6,0.38,0,0,0,0,0,0,0,-0.150216,0.0950386,-0.0987926,35.0909,45.5814,50.8333,0.986129,0.629488,0.445501,0.10676,0.0626251,0.0517608,0.326742,0.25025,0.22751,0.314749,0.444883,0.444169,0.442978,0.441314,0.439176,0.436569,0.433494,0.429954,0.425955,0.421499,0.416592,0.411239,0.227389,0.321404,0.320888,0.320028,0.318825,0.317281,0.315397,0.313176,0.310619,0.307729,0.30451,0.300965,0.297098,0.187595,0.265157,0.264731,0.264022,0.26303,0.261756,0.260202,0.258369,0.25626,0.253876,0.25122,0.248295,0.245105,-0.175768,-0.408316,0.255795,-0.166973,-0.427479,0.274078,1.41777,1642
A,0.01,0.515,0.45,0.025,0,0,0,0,0,0,0,0.545,0.455,0,0,0,0,0,0,0,0,0.535,0.465,0,0,0,0,0,0,0,-0.000802145,-0.0117805,-0.00458596,38.2,43.8636,38.9796,0.672586,0.426602,0.310329,0.0691995,0.036028,0.0289947,0.263058,0.18981,0.170278,0.254981,0.360405,0.359826,0.358862,0.357513,0.355782,0.353669,0.351178,0.348311,0.345071,0.341461,0.337486,0.333149,0.145675,0.205905,0.205574,0.205023,0.204253,0.203264,0.202057,0.200634,0.198995,0.197144,0.195082,0.192811,0.190333,0.12392,0.175155,0.174873,0.174405,0.173749,0.172908,0.171881,0.170671,0.169277,0.167703,0.165948,0.164016,0.161909,-0.165168,0.0154155,0.20544,-0.165231,0.0154073,0.205249,0.989232,1642
A,0.01,0.59,0.4,0,0,0,0,0,0,0,0.005,0.545,0.445,0.005,0,0,0,0,0,0,0,0.52,0.46,0.02,0,0,0,0,0,0,-0.209493,0.0119003,0.129552,37.8,51.3514,43.1111,0.497928,0.47283,0.376963,0.0807161,0.0483858,0.0486033,0.284106,0.219968,0.220461,0.292748,0.413787,0.413122,0.412015,0.410466,0.408478,0.406053,0.403193,0.399901,0.396181,0.392037,0.387473,0.382494,0.189041,0.267201,0.266771,0.266056,0.265057,0.263773,0.262207,0.26036,0.258234,0.255832,0.253156,0.250209,0.246993,0.177949,0.251523,0.251119,0.250446,0.249505,0.248297,0.246822,0.245084,0.243083,0.240822,0.238302,0.235528,0.232502,0.123612,-0.576845,0.0396178,0.128887,-0.562214,0.0370436,0.875227,1642
A,0.005,0.52,0.425,0.045,0.005,0,0,0,0,0,0,0.485,0.495,0.02,0,0,0,0,0,0,0.025,0.565,0.41,0,0,0,0,0,0,0,0.114241,0.0613555,-0.139875,33.5714,50.5405,40.4255,0.609842,0.497053,0.418119,0.07376,0.0482707,0.0558739,0.271588,0.219706,0.236377,0.252633,0.357086,0.356512,0.355557,0.354221,0.352505,0.350412,0.347944,0.345103,0.341893,0.338317,0.334378,0.330081,0.191502,0.27068,0.270245,0.269521,0.268508,0.267208,0.265621,0.26375,0.261597,0.259163,0.256452,0.253467,0.25021,0.184543,0.260844,0.260425,0.259727,0.258751,0.257497,0.255969,0.254166,0.252091,0.249745,0.247133,0.244256,0.241117,0.168819,-0.670511,-0.182256,0.16067,-0.66562,-0.169926,0.996708,1642
A,0.045,0.385,0.51,0.06,0,0,0,0,0,0,0.02,0.415,0.565,0,0,0,0,0,0,0,0,0.44,0.54,0.02,0,0,0,0,0,0,0.067599,-0.0236046,0.175507,36.6667,49.7368,58.7879,1.01366,0.507742,0.483789,0.137205,0.0580442,0.0556652,0.370412,0.240924,0.235935,0.34792,0.49177,0.49098,0.489664,0.487824,0.485461,0.482579,0.47918,0.475267,0.470846,0.465921,0.460497,0.454579,0.209434,0.296026,0.29555,0.294758,0.293651,0.292228,0.290493,0.288447,0.286092,0.283431,0.280466,0.277201,0.273639,0.186307,0.263337,0.262914,0.26221,0.261224,0.259959,0.258416,0.256596,0.254501,0.252133,0.249496,0.246591,0.243422,-0.325345,-0.424802,0.053753,-0.324675,-0.443262,0.0615064,1.3879,1642
A,0.1,0.48,0.34,0.045,0.02,0.005,0,0.005,0,0.005,0.01,0.48,0.51,0,0,0,0,0,0,0,0,0.57,0.41,0.02,0,0,0,0,0,0,-0.229599,0.00211109,-0.046787,43.1111,40,40.2041,1.65554,0.440584,0.451774,0.201954,0.0439785,0.0487264,0.449393,0.209711,0.220741,0.404774,0.57213,0.571211,0.56968,0.567539,0.56479,0.561437,0.557482,0.552931,0.547787,0.542057,0.535746,0.528862,0.171739,0.242746,0.242356,0.241707,0.240798,0.239632,0.238209,0.236532,0.2346,0.232418,0.229987,0.227309,0.224388,0.173923,0.245832,0.245437,0.24478,0.24386,0.242679,0.241238,0.239539,0.237583,0.235373,0.232911,0.230199,0.227241,-0.155597,-0.18405,0.350761,-0.155827,-0.190527,0.351801,1.94741,1642
A,0.035,0.52,0.335,0.09,0.01,0.01,0,0,0,0,0.025,0.465,0.46,0.05,0,0,0,0,0,0,0.065,0.48,0.43,0.025,0,0,0,0,0,0,0.0214414,0.0518325,-0.155284,40.8333,46.75,49.2308,1.19496,0.709507,0.779563,0.167251,0.0827574,0.0922047,0.408963,0.287676,0.303652,0.369244,0.521911,0.521072,0.519676,0.517723,0.515215,0.512156,0.508549,0.504397,0.499705,0.494478,0.488721,0.482441,0.253022,0.357636,0.357061,0.356104,0.354766,0.353048,0.350952,0.34848,0.345635,0.342419,0.338837,0.334893,0.330589,0.262386,0.370871,0.370276,0.369283,0.367895,0.366114,0.36394,0.361377,0.358426,0.355092,0.351377,0.347287,0.342824,0.0759324,-0.164788,-0.379174,0.0756085,-0.164879,-0.376953,1.8741,1642
A,0,0.48,0.52,0,0,0,0,0,0,0,0,0.525,0.475,0,0,0,0,0,0,0,0,0.545,0.455,0,0,0,0,0,0,0,-0.00267082,-0.0121259,0.00106965,36.6038,46.4286,39.2,0.429682,0.348549,0.309283,0.0384672,0.0290003,0.02552,0.196131,0.170295,0.15975,0.180542,0.255188,0.254778,0.254095,0.25314,0.251915,0.250419,0.248655,0.246625,0.244331,0.241775,0.23896,0.235889,0.101376,0.143291,0.143061,0.142677,0.142141,0.141453,0.140613,0.139622,0.138482,0.137194,0.135759,0.134179,0.132454,0.0960485,0.13576,0.135542,0.135179,0.134671,0.134019,0.133223,0.132285,0.131205,0.129984,0.128624,0.127127,0.125493,-0.209061,0.199369,0.66628,-0.2093,0.199387,0.666662,0.710486,1642
A,0.01,0.425,0.54,0.02,0,0.005,0,0,0,0,0,0.5,0.48,0.02,0,0,0,0,0,0,0,0.495,0.485,0.02,0,0,0,0,0,0,0.154174,0.101644,0.166084,40.8511,52.5714,41.5909,0.587778,0.538296,0.352993,0.0693768,0.0517626,0.0425995,0.263395,0.227514,0.206397,0.255868,0.361658,0.361077,0.360109,0.358756,0.357018,0.354898,0.352399,0.349522,0.34627,0.342648,0.338659,0.334307,0.191208,0.270264,0.26983,0.269107,0.268096,0.266797,0.265213,0.263345,0.261195,0.258765,0.256058,0.253077,0.249825,0.158728,0.224355,0.223995,0.223395,0.222555,0.221477,0.220162,0.218611,0.216827,0.21481,0.212563,0.210088,0.207388,0.384872,0.55383,0.588562,0.371513,0.538219,0.578097,0.960209,1642
A,0.06,0.4,0.51,0.015,0.01,0.005,0,0,0,0,0.025,0.545,0.39,0.03,0.01,0,0,0,0,0,0.01,0.525,0.465,0,0,0,0,0,0,0,-0.0799928,0.0220214,-0.135066,36.8627,46.5,48.5,1.15967,0.808989,0.530576,0.124643,0.0903107,0.053684,0.353049,0.300517,0.231698,0.346561,0.489849,0.489062,0.487751,0.485918,0.483565,0.480694,0.477308,0.473411,0.469007,0.464101,0.458698,0.452803,0.258505,0.365385,0.364798,0.36382,0.362453,0.360698,0.358556,0.356031,0.353124,0.349839,0.346179,0.342149,0.337753,0.202036,0.285569,0.28511,0.284346,0.283278,0.281906,0.280232,0.278258,0.275986,0.273419,0.270559,0.267409,0.263973,-0.213034,-0.191221,-0.161037,-0.212503,-0.202497,-0.160523,1.73808,1642
