"ACTIVITY","X0","X1","X2","X3","X4","X5","X6","X7","X8","X9","Y0","Y1","Y2","Y3","Y4","Y5","Y6","Y7","Y8","Y9","Z0","Z1","Z2","Z3","Z4","Z5","Z6","Z7","Z8","Z9","XAVG","YAVG","ZAVG","XPEAK","YPEAK","ZPEAK","XABSOLDEV","YABSOLDEV","ZABSOLDEV","XSTANDDEV","YSTANDDEV","ZSTANDDEV","XVAR","YVAR","ZVAR","XMFCC0","XMFCC1","XMFCC2","XMFCC3","XMFCC4","XMFCC5","XMFCC6","XMFCC7","XMFCC8","XMFCC9","XMFCC10","XMFCC11","XMFCC12","YMFCC0","YMFCC1","YMFCC2","YMFCC3","YMFCC4","YMFCC5","YMFCC6","YMFCC7","YMFCC8","YMFCC9","YMFCC10","YMFCC11","YMFCC12","ZMFCC0","ZMFCC1","ZMFCC2","ZMFCC3","ZMFCC4","ZMFCC5","ZMFCC6","ZMFCC7","ZMFCC8","ZMFCC9","ZMFCC10","ZMFCC11","ZMFCC12","XYCOS","XZCOS","YZCOS","XYCOR","XZCOR","YZCOR","RESULTANT","class"
A,0.2,0.26,0.355,0.13,0.04,0.01,0.005,0,0,0,0.02,0.405,0.51,0.055,0.01,0,0,0,0,0,0.22,0.28,0.255,0.2,0.045,0,0,0,0,0,0.0508045,0.320543,-0.0371869,58.1818,67.8571,77.9167,2.43531,1.04759,2.47698,0.231602,0.0992362,0.217543,0.481251,0.315018,0.466415,0.396284,0.56013,0.55923,0.557732,0.555636,0.552945,0.549662,0.54579,0.541334,0.536298,0.530688,0.52451,0.51777,0.280209,0.396064,0.395428,0.394368,0.392886,0.390983,0.388662,0.385924,0.382773,0.379213,0.375246,0.370877,0.366111,0.33829,0.478159,0.477391,0.476111,0.474322,0.472025,0.469222,0.465917,0.462113,0.457815,0.453025,0.447751,0.441998,-0.0141787,0.568093,-0.00354129,-0.0180883,0.568391,-0.000871976,4.00954,1650
A,0.32,0.12,0.165,0.155,0.11,0.055,0.045,0.02,0.01,0,0.075,0.33,0.49,0.06,0.045,0,0,0,0,0,0.14,0.375,0.26,0.16,0.055,0.01,0,0,0,0,0.672871,0.362546,0.415082,184,148.182,138.182,4.97129,1.42403,2.15691,0.427176,0.143755,0.18316,0.653587,0.379151,0.427971,0.389403,0.550404,0.54952,0.548048,0.545988,0.543344,0.540118,0.536313,0.531935,0.526986,0.521474,0.515403,0.50878,0.271709,0.384048,0.383431,0.382404,0.380967,0.379122,0.376871,0.374216,0.371161,0.367708,0.363862,0.359625,0.355004,0.26671,0.376983,0.376377,0.375369,0.373958,0.372147,0.369937,0.367332,0.364333,0.360944,0.357168,0.35301,0.348473,0.365891,0.688396,0.378543,0.354099,0.683642,0.360844,5.96962,1650
A,0.23,0.27,0.245,0.1,0.08,0.06,0.015,0,0,0,0.04,0.275,0.53,0.11,0.035,0.01,0,0,0,0,0.165,0.355,0.295,0.185,0,0,0,0,0,0,-0.477332,0.918492,-0.287332,132.5,152.5,254.286,3.76866,1.59335,2.24402,0.385946,0.148187,0.229102,0.621245,0.384951,0.478646,0.40649,0.574556,0.573633,0.572096,0.569946,0.567186,0.563818,0.559847,0.555276,0.55011,0.544356,0.538019,0.531105,0.28487,0.402651,0.402004,0.400927,0.39942,0.397486,0.395126,0.392342,0.389139,0.385519,0.381486,0.377045,0.3722,0.31449,0.444518,0.443803,0.442614,0.440951,0.438815,0.43621,0.433137,0.429601,0.425605,0.421153,0.41625,0.410901,-0.579406,0.623817,-0.26209,-0.596697,0.620899,-0.248412,5.27721,1650
A,0.225,0.28,0.21,0.275,0.01,0,0,0,0,0,0.105,0.16,0.545,0.19,0,0,0,0,0,0,0.425,0.07,0.165,0.28,0.06,0,0,0,0,0,-0.0839141,0.74357,-0.845478,207.5,128,392.5,2.6352,1.59232,4.02108,0.225717,0.138445,0.316182,0.475097,0.372083,0.562301,0.334073,0.472198,0.471439,0.470176,0.468409,0.466141,0.463373,0.460109,0.456353,0.452107,0.447378,0.44217,0.436488,0.277836,0.392709,0.392078,0.391028,0.389558,0.387672,0.38537,0.382655,0.379531,0.376001,0.372067,0.367736,0.36301,0.375741,0.531094,0.530241,0.52882,0.526833,0.524281,0.521168,0.517497,0.513272,0.508498,0.503178,0.49732,0.49093,0.271097,0.631526,0.444188,0.300073,0.637968,0.55537,5.48197,1650
A,0.175,0.545,0.265,0.015,0,0,0,0,0,0,0.055,0.52,0.415,0.01,0,0,0,0,0,0,0.32,0.41,0.225,0.04,0,0.005,0,0,0,0,-1.14058,-0.315175,-1.42942,137.143,141.111,210,1.66972,1.31833,2.03628,0.169262,0.110018,0.174961,0.411414,0.33169,0.418284,0.330495,0.46714,0.46639,0.46514,0.463392,0.461148,0.45841,0.455181,0.451465,0.447265,0.442586,0.437434,0.431813,0.240242,0.339572,0.339026,0.338118,0.336847,0.335216,0.333225,0.330878,0.328177,0.325124,0.321723,0.317977,0.313891,0.339602,0.480012,0.479241,0.477956,0.47616,0.473854,0.471041,0.467723,0.463904,0.459589,0.454781,0.449487,0.443711,0.297835,0.571694,0.582078,0.240097,0.456088,0.568857,3.5326,1650
A,0.245,0.28,0.265,0.15,0.035,0.01,0.015,0,0,0,0.265,0.275,0.44,0.02,0,0,0,0,0,0,0.41,0.265,0.155,0.09,0.08,0,0,0,0,0,-0.298091,-0.989828,-1.30395,166,155,200,2.88114,2.0263,2.88525,0.26774,0.172379,0.248881,0.517436,0.415186,0.49888,0.380841,0.538302,0.537437,0.535997,0.533983,0.531397,0.528242,0.524521,0.520239,0.515399,0.510008,0.50407,0.497593,0.28323,0.400334,0.39969,0.398619,0.397121,0.395198,0.392852,0.390085,0.3869,0.383301,0.379291,0.374875,0.370058,0.306143,0.43272,0.432024,0.430867,0.429248,0.427169,0.424632,0.421641,0.418199,0.414309,0.409975,0.405202,0.399995,0.0172533,0.610239,0.425033,-0.0132865,0.623618,0.338778,5.35818,1650
A,0.26,0.195,0.295,0.08,0.115,0.015,0.02,0.02,0,0,0.125,0.27,0.535,0.07,0,0,0,0,0,0,0.3,0.16,0.1,0.25,0.19,0,0,0,0,0,0.130236,0.174629,0.386799,176,167,194.444,3.79608,1.60032,3.91426,0.355459,0.136637,0.308906,0.596203,0.369644,0.555793,0.402226,0.568529,0.567616,0.566094,0.563967,0.561236,0.557904,0.553974,0.549451,0.54434,0.538646,0.532375,0.525534,0.265412,0.375148,0.374545,0.373542,0.372138,0.370336,0.368137,0.365544,0.362559,0.359187,0.355429,0.351291,0.346777,0.331601,0.468704,0.467951,0.466697,0.464943,0.462691,0.459944,0.456704,0.452975,0.448762,0.444067,0.438897,0.433258,-0.0361831,0.653326,0.590453,-0.0386841,0.653808,0.587177,6.33291,1650
A,0.25,0.245,0.21,0.185,0.11,0,0,0,0,0,0,0.465,0.525,0.01,0,0,0,0,0,0,0.38,0.135,0.165,0.215,0.105,0,0,0,0,0,-0.06361,0.037758,-0.165514,183,186,457.5,3.13254,1.10662,3.51021,0.267459,0.0910625,0.275739,0.517164,0.301766,0.525108,0.310514,0.438898,0.438193,0.437019,0.435377,0.433268,0.430696,0.427662,0.42417,0.420225,0.415829,0.410988,0.405707,0.190751,0.269618,0.269184,0.268463,0.267454,0.266159,0.264579,0.262715,0.26057,0.258146,0.255446,0.252472,0.249228,0.282187,0.398859,0.398218,0.397151,0.395658,0.393742,0.391404,0.388647,0.385474,0.381888,0.377894,0.373494,0.368695,0.311047,0.754329,0.717863,0.311717,0.754402,0.720063,5.21661,1650
A,0.355,0.2,0.14,0.175,0.07,0.06,0,0,0,0,0.035,0.435,0.525,0.005,0,0,0,0,0,0,0.32,0.2,0.18,0.15,0.15,0,0,0,0,0,-0.155798,0.0710262,-0.0684049,352,313.333,820,3.83462,1.05049,3.4004,0.318571,0.0896039,0.278682,0.564421,0.299339,0.527903,0.321895,0.454984,0.454253,0.453036,0.451334,0.449148,0.446481,0.443336,0.439717,0.435626,0.431069,0.426051,0.420576,0.190941,0.269887,0.269453,0.268731,0.267721,0.266424,0.264843,0.262977,0.26083,0.258404,0.255701,0.252724,0.249476,0.276066,0.390207,0.38958,0.388536,0.387076,0.385201,0.382914,0.380217,0.377113,0.373605,0.369696,0.365392,0.360697,-0.231256,0.773779,0.253003,-0.229819,0.773758,0.254411,5.6565,1650
A,0.35,0.29,0.15,0.19,0.01,0.01,0,0,0,0,0,0.485,0.43,0.085,0,0,0,0,0,0,0.495,0.165,0.195,0.105,0.04,0,0,0,0,0,-0.83639,0.212174,-1.82642,162.727,213.75,324,2.66764,1.31471,3.07317,0.226478,0.107614,0.254868,0.475898,0.328046,0.504845,0.359106,0.507581,0.506766,0.505408,0.503508,0.50107,0.498095,0.494587,0.490549,0.485985,0.480901,0.475303,0.469195,0.229555,0.324466,0.323944,0.323076,0.321862,0.320303,0.318402,0.316159,0.313578,0.310661,0.307411,0.303832,0.299928,0.332729,0.470299,0.469543,0.468285,0.466525,0.464266,0.461509,0.458258,0.454517,0.450289,0.445578,0.440391,0.434732,0.269139,0.627721,0.587844,0.31726,0.594986,0.736024,5.18146,1650
